TradeType,CountryOfDestinationName,Tariff,YearMonth,ChapterAndDescription,StatisticalQuantity,CustomsValue
Exports,Democratic Republic Of Congo,8061000,202604,08 - Fruit and nuts,3431.0,182650
Exports,Democratic Republic Of Congo,8055090,202604,08 - Fruit and nuts,1306.0,17600
Exports,Tanzania,8081000,202604,08 - Fruit and nuts,74264.0,762352
Exports,Tanzania,8083000,202604,08 - Fruit and nuts,1600.0,12800
Exports,Tanzania,8061000,202604,08 - Fruit and nuts,7000.0,133000
Exports,Tanzania,8091000,202604,08 - Fruit and nuts,9300.0,46500
Exports,Tanzania,8051010,202604,08 - Fruit and nuts,6300.0,42000
Exports,Zambia,8013200,202604,08 - Fruit and nuts,143.69,19739
Exports,Zambia,8043090,202604,08 - Fruit and nuts,1050.0,11550
Exports,Zambia,8023200,202604,08 - Fruit and nuts,78.15,14238
Exports,Zambia,8011190,202604,08 - Fruit and nuts,261.21,18093
Exports,Zambia,8021200,202604,08 - Fruit and nuts,17.19,1198
Exports,Zambia,8112090,202604,08 - Fruit and nuts,70.54,6238
Exports,Zambia,8129090,202604,08 - Fruit and nuts,210.0,15515
Exports,Zambia,8131000,202604,08 - Fruit and nuts,1.48,157
Exports,Zambia,8132000,202604,08 - Fruit and nuts,19.6,4524
Exports,Zambia,8135000,202604,08 - Fruit and nuts,96.48,9213
Exports,Zambia,8133000,202604,08 - Fruit and nuts,42.79,2356
Exports,Zambia,8091000,202604,08 - Fruit and nuts,15.33,5450
Exports,Zambia,8081000,202604,08 - Fruit and nuts,27569.14,570007
Exports,Zambia,8109030,202604,08 - Fruit and nuts,10.0,2000
Exports,Zambia,8101000,202604,08 - Fruit and nuts,120.0,8224
Exports,Zambia,8109090,202604,08 - Fruit and nuts,104.53,17048
Exports,Zambia,8094000,202604,08 - Fruit and nuts,1000.0,24500
Exports,Zambia,8119090,202604,08 - Fruit and nuts,139.51,11417
Exports,Zambia,8134000,202604,08 - Fruit and nuts,167.12,23780
Exports,Papua New Guinea,8051090,202604,08 - Fruit and nuts,150.0,750
Exports,Papua New Guinea,8083000,202604,08 - Fruit and nuts,5100.0,45900
Exports,Papua New Guinea,8041010,202604,08 - Fruit and nuts,300.0,1800
Exports,Papua New Guinea,8104000,202604,08 - Fruit and nuts,100.0,700
Exports,Papua New Guinea,8061000,202604,08 - Fruit and nuts,700.0,5600
Exports,Mozambique,8043010,202604,08 - Fruit and nuts,4500.0,20490
Exports,Papua New Guinea,8071100,202604,08 - Fruit and nuts,500.0,2000
Exports,Papua New Guinea,8081000,202604,08 - Fruit and nuts,4900.0,53900
Exports,Saudi Arabia,8055010,202604,08 - Fruit and nuts,128000.0,1344001
Exports,United Arab Emirates,8105000,202604,08 - Fruit and nuts,8164.0,265176
Exports,United Arab Emirates,8043010,202604,08 - Fruit and nuts,9615.0,514248
Exports,Zimbabwe,8094000,202604,08 - Fruit and nuts,8136.0,81360
Exports,Zimbabwe,8061000,202604,08 - Fruit and nuts,20130.0,201300
Exports,Zimbabwe,8081000,202604,08 - Fruit and nuts,157296.0,665760
Exports,Zimbabwe,8083000,202604,08 - Fruit and nuts,7296.0,84480
Exports,Mozambique,8041010,202604,08 - Fruit and nuts,365.0,50853
Exports,Mozambique,8105000,202604,08 - Fruit and nuts,1585.0,99083
Exports,Mozambique,8041010,202604,08 - Fruit and nuts,50.0,6805
Exports,Mozambique,8041090,202604,08 - Fruit and nuts,39.25,1071
Exports,United Arab Emirates,8055010,202604,08 - Fruit and nuts,358400.0,3789553
Exports,Mozambique,8011110,202604,08 - Fruit and nuts,155.32,10709
Exports,Mozambique,8039090,202604,08 - Fruit and nuts,70.0,1380
Exports,Mozambique,8039010,202604,08 - Fruit and nuts,1279.7,15697
Exports,Mozambique,8011220,202604,08 - Fruit and nuts,15.0,197
Exports,Mozambique,8041010,202604,08 - Fruit and nuts,19394.53,429801
Exports,Mozambique,8041090,202604,08 - Fruit and nuts,750.47,23483
Exports,Mozambique,8042090,202604,08 - Fruit and nuts,77.82,8560
Exports,Mozambique,8042010,202604,08 - Fruit and nuts,509.6,3055
Exports,Mozambique,8045011,202604,08 - Fruit and nuts,4573.15,76719
Exports,Mozambique,8051010,202604,08 - Fruit and nuts,232607.55,1398453
Exports,Mozambique,8045019,202604,08 - Fruit and nuts,47.05,8263
Exports,Mozambique,8052110,202604,08 - Fruit and nuts,4142.6,16523
Exports,Mozambique,8059010,202604,08 - Fruit and nuts,104.0,1239
Exports,Mozambique,8059090,202604,08 - Fruit and nuts,18130.0,64419
Exports,Mozambique,8045099,202604,08 - Fruit and nuts,133.2,12666
Exports,Mozambique,8055090,202604,08 - Fruit and nuts,594.88,60691
Exports,Mozambique,8055010,202604,08 - Fruit and nuts,31204.02,297504
Exports,Mozambique,8072000,202604,08 - Fruit and nuts,9861.27,135254
Exports,Mozambique,8081000,202604,08 - Fruit and nuts,744284.39,7950471
Exports,Mozambique,8084000,202604,08 - Fruit and nuts,40.0,912
Exports,Mozambique,8103000,202604,08 - Fruit and nuts,3.6,593
Exports,Mozambique,8091000,202604,08 - Fruit and nuts,35498.53,212507
Exports,Mozambique,8083000,202604,08 - Fruit and nuts,174456.01,1667624
Exports,Mozambique,8101000,202604,08 - Fruit and nuts,12215.03,341349
Exports,Mozambique,8131000,202604,08 - Fruit and nuts,9.82,538
Exports,Mozambique,8133000,202604,08 - Fruit and nuts,17.81,1320
Exports,Mozambique,8132000,202604,08 - Fruit and nuts,19.68,6256
Exports,Mozambique,8029990,202604,08 - Fruit and nuts,10.0,526
Exports,Mozambique,8031010,202604,08 - Fruit and nuts,14569.48,294096
Exports,Mozambique,8043010,202604,08 - Fruit and nuts,4183.84,77410
Exports,Mozambique,8043090,202604,08 - Fruit and nuts,2480.0,28610
Exports,Mozambique,8045091,202604,08 - Fruit and nuts,9.93,574
Exports,Mozambique,8051090,202604,08 - Fruit and nuts,128167.04,360462
Exports,Mozambique,8044090,202604,08 - Fruit and nuts,120.0,660
Exports,Mozambique,8044010,202604,08 - Fruit and nuts,2068.43,102121
Exports,Mozambique,8052910,202604,08 - Fruit and nuts,5937.69,20324
Exports,Mozambique,8052990,202604,08 - Fruit and nuts,37.58,2638
Exports,Mozambique,8052210,202604,08 - Fruit and nuts,970.48,52519
Exports,Mozambique,8054010,202604,08 - Fruit and nuts,5018.0,28735
Exports,Mozambique,8071100,202604,08 - Fruit and nuts,72960.12,774282
Exports,Mozambique,8061000,202604,08 - Fruit and nuts,167483.39,2082436
Exports,Mozambique,8071900,202604,08 - Fruit and nuts,2541.32,40343
Exports,Mozambique,8062000,202604,08 - Fruit and nuts,1254.67,163666
Exports,Mozambique,8054090,202604,08 - Fruit and nuts,4000.0,15500
Exports,Mozambique,8092900,202604,08 - Fruit and nuts,39.0,11350
Exports,Mozambique,8102000,202604,08 - Fruit and nuts,1864.19,245502
Exports,Mozambique,8111090,202604,08 - Fruit and nuts,377.85,69536
Exports,Mozambique,8094000,202604,08 - Fruit and nuts,39488.04,292341
Exports,Mozambique,8093000,202604,08 - Fruit and nuts,1583.62,93078
Exports,Mozambique,8134000,202604,08 - Fruit and nuts,200.25,26300
Exports,Mozambique,8112090,202604,08 - Fruit and nuts,94.07,9501
Exports,Mozambique,8119085,202604,08 - Fruit and nuts,11.0,1081
Exports,Mozambique,8119090,202604,08 - Fruit and nuts,121.61,11453
Exports,Mozambique,8140000,202604,08 - Fruit and nuts,3.64,430
Exports,Mozambique,8135000,202604,08 - Fruit and nuts,370.21,48005
Exports,Mauritius,8135000,202604,08 - Fruit and nuts,782.0,167900
Exports,Eswatini,8045091,202604,08 - Fruit and nuts,2.88,735
Exports,Eswatini,8054010,202604,08 - Fruit and nuts,40.0,350
Exports,Eswatini,8051010,202604,08 - Fruit and nuts,31050.0,91090
Exports,Eswatini,8062000,202604,08 - Fruit and nuts,172.32,3968
Exports,Eswatini,8044010,202604,08 - Fruit and nuts,292.0,1600
Exports,Eswatini,8094000,202604,08 - Fruit and nuts,1160.0,4248
Exports,Eswatini,8011190,202604,08 - Fruit and nuts,15.0,2175
Exports,Eswatini,8011110,202604,08 - Fruit and nuts,30.0,3690
Exports,Eswatini,8029990,202604,08 - Fruit and nuts,210.0,763
Exports,Eswatini,8039010,202604,08 - Fruit and nuts,3600.0,17500
Exports,Eswatini,8021200,202604,08 - Fruit and nuts,0.3,75
Exports,Eswatini,8043010,202604,08 - Fruit and nuts,190.0,1440
Exports,Eswatini,8041090,202604,08 - Fruit and nuts,2.28,182
Exports,Eswatini,8061000,202604,08 - Fruit and nuts,3395.0,22485
Exports,Eswatini,8059010,202604,08 - Fruit and nuts,14556.0,32190
Exports,Eswatini,8071100,202604,08 - Fruit and nuts,800.0,4825
Exports,Eswatini,8081000,202604,08 - Fruit and nuts,33330.0,138540
Exports,Eswatini,8072000,202604,08 - Fruit and nuts,1000.0,6325
Exports,Eswatini,8055010,202604,08 - Fruit and nuts,110.0,1000
Exports,Eswatini,8134000,202604,08 - Fruit and nuts,60.04,7478
Exports,Eswatini,8083000,202604,08 - Fruit and nuts,7760.0,31965
Exports,Eswatini,8135000,202604,08 - Fruit and nuts,45.4,9793
Exports,Lesotho,8041090,202604,08 - Fruit and nuts,7.85,392
Exports,Lesotho,8013200,202604,08 - Fruit and nuts,46.11,9061
Exports,Lesotho,8022100,202604,08 - Fruit and nuts,54.0,5074
Exports,Lesotho,8021200,202604,08 - Fruit and nuts,79.16,16091
Exports,Lesotho,8023200,202604,08 - Fruit and nuts,23.03,5894
Exports,Lesotho,8039010,202604,08 - Fruit and nuts,79244.9,1284973
Exports,Lesotho,8031010,202604,08 - Fruit and nuts,68903.8,648807
Exports,Lesotho,8039090,202604,08 - Fruit and nuts,2524.0,23030
Exports,Lesotho,8041010,202604,08 - Fruit and nuts,235.28,30055
Exports,Lesotho,8045019,202604,08 - Fruit and nuts,380.15,16804
Exports,Lesotho,8041090,202604,08 - Fruit and nuts,562.74,27358
Exports,Lesotho,8043090,202604,08 - Fruit and nuts,92.4,2948
Exports,Lesotho,8044010,202604,08 - Fruit and nuts,13096.44,257384
Exports,Lesotho,8055010,202604,08 - Fruit and nuts,8526.1,166660
Exports,Lesotho,8051090,202604,08 - Fruit and nuts,952.0,7607
Exports,Lesotho,8045091,202604,08 - Fruit and nuts,183.62,20476
Exports,Lesotho,8045099,202604,08 - Fruit and nuts,62.83,5047
Exports,Lesotho,8059010,202604,08 - Fruit and nuts,4266.0,61476
Exports,Lesotho,8062000,202604,08 - Fruit and nuts,439.22,40808
Exports,Lesotho,8083000,202604,08 - Fruit and nuts,62434.56,547964
Exports,Lesotho,8081000,202604,08 - Fruit and nuts,226666.94,2200246
Exports,Lesotho,8109030,202604,08 - Fruit and nuts,94.75,3880
Exports,Lesotho,8109090,202604,08 - Fruit and nuts,1227.21,46147
Exports,Lesotho,8084000,202604,08 - Fruit and nuts,8.0,208
Exports,Lesotho,8112090,202604,08 - Fruit and nuts,17.37,1986
Exports,Lesotho,8119005,202604,08 - Fruit and nuts,12.8,1164
Exports,Lesotho,8133000,202604,08 - Fruit and nuts,2.0,170
Exports,Lesotho,8135000,202604,08 - Fruit and nuts,1000.09,77819
Exports,Lesotho,8134000,202604,08 - Fruit and nuts,702.49,96130
Exports,Lesotho,8012200,202604,08 - Fruit and nuts,3.0,1200
Exports,Lesotho,8011990,202604,08 - Fruit and nuts,11.0,291
Exports,Lesotho,8029912,202604,08 - Fruit and nuts,2.0,770
Exports,Lesotho,8025200,202604,08 - Fruit and nuts,0.5,294
Exports,Lesotho,8029990,202604,08 - Fruit and nuts,370.0,6368
Exports,Lesotho,8029200,202604,08 - Fruit and nuts,0.4,334
Exports,Lesotho,8045011,202604,08 - Fruit and nuts,1157.85,40436
Exports,Lesotho,8044090,202604,08 - Fruit and nuts,66.0,6399
Exports,Lesotho,8043010,202604,08 - Fruit and nuts,11271.84,149014
Exports,Lesotho,8042010,202604,08 - Fruit and nuts,39.0,4445
Exports,Lesotho,8052110,202604,08 - Fruit and nuts,18209.0,73417
Exports,Lesotho,8052190,202604,08 - Fruit and nuts,2200.0,8340
Exports,Lesotho,8052210,202604,08 - Fruit and nuts,270.6,5229
Exports,Lesotho,8051010,202604,08 - Fruit and nuts,107991.76,557739
Exports,Lesotho,8052910,202604,08 - Fruit and nuts,2.0,1710
Exports,Lesotho,8054010,202604,08 - Fruit and nuts,1455.5,23813
Exports,Lesotho,8071100,202604,08 - Fruit and nuts,5691.52,72527
Exports,Lesotho,8071900,202604,08 - Fruit and nuts,257.76,13796
Exports,Lesotho,8072000,202604,08 - Fruit and nuts,2747.72,77079
Exports,Lesotho,8061000,202604,08 - Fruit and nuts,23830.12,442450
Exports,Lesotho,8104000,202604,08 - Fruit and nuts,816.8,163622
Exports,Lesotho,8102000,202604,08 - Fruit and nuts,418.66,101899
Exports,Lesotho,8103000,202604,08 - Fruit and nuts,16.98,3330
Exports,Lesotho,8105000,202604,08 - Fruit and nuts,1095.15,72769
Exports,Lesotho,8109010,202604,08 - Fruit and nuts,112.0,6336
Exports,Lesotho,8119090,202604,08 - Fruit and nuts,13.9,1536
Exports,Lesotho,8129015,202604,08 - Fruit and nuts,9.66,768
Exports,Lesotho,8132000,202604,08 - Fruit and nuts,49.1,7672
Exports,Lesotho,8131000,202604,08 - Fruit and nuts,25.0,4376
Exports,Namibia,8041090,202604,08 - Fruit and nuts,2.44,307
Exports,Namibia,8140000,202604,08 - Fruit and nuts,0.5,108
Exports,Namibia,8021200,202604,08 - Fruit and nuts,25.0,4012
Exports,Democratic Republic Of Congo,8055010,202604,08 - Fruit and nuts,15840.0,69516
Exports,Democratic Republic Of Congo,8081000,202604,08 - Fruit and nuts,113428.0,1116020
Exports,Democratic Republic Of Congo,8061000,202604,08 - Fruit and nuts,6900.0,82716
Exports,Democratic Republic Of Congo,8083000,202604,08 - Fruit and nuts,3240.0,8975
Exports,Democratic Republic Of Congo,8051010,202604,08 - Fruit and nuts,6400.0,64000
Exports,Congo,8052110,202604,08 - Fruit and nuts,24960.0,374400
Exports,Namibia,8011210,202604,08 - Fruit and nuts,50.0,525
Exports,Namibia,8011990,202604,08 - Fruit and nuts,107.5,2400
Exports,Namibia,8022200,202604,08 - Fruit and nuts,325.32,15162
Exports,Namibia,8029990,202604,08 - Fruit and nuts,1047.58,54641
Exports,Namibia,8045091,202604,08 - Fruit and nuts,2588.53,166811
Exports,Namibia,8044090,202604,08 - Fruit and nuts,10338.0,221868
Exports,Namibia,8055010,202604,08 - Fruit and nuts,26228.52,305624
Exports,Namibia,8054010,202604,08 - Fruit and nuts,3260.0,40142
Exports,Namibia,8045099,202604,08 - Fruit and nuts,2247.26,153055
Exports,Namibia,8045019,202604,08 - Fruit and nuts,266.0,12281
Exports,Namibia,8045011,202604,08 - Fruit and nuts,7512.0,101679
Exports,Namibia,8051010,202604,08 - Fruit and nuts,62849.97,603550
Exports,Namibia,8059010,202604,08 - Fruit and nuts,2828.0,41616
Exports,Namibia,8059090,202604,08 - Fruit and nuts,7716.87,103227
Exports,Namibia,8081000,202604,08 - Fruit and nuts,100494.96,1081001
Exports,Namibia,8083000,202604,08 - Fruit and nuts,12333.5,189822
Exports,Namibia,8084000,202604,08 - Fruit and nuts,200.0,2940
Exports,Namibia,8107000,202604,08 - Fruit and nuts,960.0,43050
Exports,Namibia,8109030,202604,08 - Fruit and nuts,1041.29,30292
Exports,Namibia,8109010,202604,08 - Fruit and nuts,614.5,43135
Exports,Namibia,8105000,202604,08 - Fruit and nuts,2889.7,159801
Exports,Namibia,8104000,202604,08 - Fruit and nuts,3229.94,308124
Exports,Namibia,8134000,202604,08 - Fruit and nuts,193.37,24270
Exports,Namibia,8011110,202604,08 - Fruit and nuts,16.97,836
Exports,Namibia,8042010,202604,08 - Fruit and nuts,550.75,35622
Exports,Namibia,8043010,202604,08 - Fruit and nuts,28530.3,290370
Exports,Namibia,8041010,202604,08 - Fruit and nuts,814.9,32232
Exports,Namibia,8042090,202604,08 - Fruit and nuts,12.68,1663
Exports,Namibia,8052910,202604,08 - Fruit and nuts,54.5,1331
Exports,Namibia,8052110,202604,08 - Fruit and nuts,8673.0,88162
Exports,Namibia,8051090,202604,08 - Fruit and nuts,3412.5,49741
Exports,Namibia,8044010,202604,08 - Fruit and nuts,31062.37,651148
Exports,Namibia,8062000,202604,08 - Fruit and nuts,7634.21,259367
Exports,Namibia,8071100,202604,08 - Fruit and nuts,5188.45,73994
Exports,Namibia,8061000,202604,08 - Fruit and nuts,14804.5,506786
Exports,Namibia,8094000,202604,08 - Fruit and nuts,2412.5,91738
Exports,Namibia,8093000,202604,08 - Fruit and nuts,4440.0,141278
Exports,Namibia,8071900,202604,08 - Fruit and nuts,7652.35,227695
Exports,Namibia,8072000,202604,08 - Fruit and nuts,15754.61,251320
Exports,Namibia,8131000,202604,08 - Fruit and nuts,24.0,3325
Exports,Namibia,8112090,202604,08 - Fruit and nuts,125.0,3024
Exports,Namibia,8133000,202604,08 - Fruit and nuts,6.0,783
Exports,Namibia,8109090,202604,08 - Fruit and nuts,27097.21,470054
Exports,Namibia,8101000,202604,08 - Fruit and nuts,1676.0,236465
Exports,Namibia,8103000,202604,08 - Fruit and nuts,127.0,7494
Exports,Namibia,8135000,202604,08 - Fruit and nuts,4637.44,371470
Exports,Namibia,8132000,202604,08 - Fruit and nuts,8.0,1104
Exports,Unclassified,8081000,202604,08 - Fruit and nuts,1022.0,5621
Exports,Unclassified,8051010,202604,08 - Fruit and nuts,3600.0,21600
Exports,Unclassified,8061000,202604,08 - Fruit and nuts,4020.0,28140
Exports,Unclassified,8083000,202604,08 - Fruit and nuts,6750.0,40500
Exports,Unclassified,8094000,202604,08 - Fruit and nuts,3000.0,24000
Exports,Unclassified,8105000,202604,08 - Fruit and nuts,2200.0,14300
Exports,Mozambique,8011905,202604,08 - Fruit and nuts,23800.0,456150
Exports,Eswatini,8054010,202604,08 - Fruit and nuts,1400.0,4800
Exports,Eswatini,8081000,202604,08 - Fruit and nuts,9600.0,12000
Exports,Eswatini,8021200,202604,08 - Fruit and nuts,100.0,11229
Exports,Eswatini,8135000,202604,08 - Fruit and nuts,20.0,440
Exports,Eswatini,8043010,202604,08 - Fruit and nuts,21.0,511
Exports,Eswatini,8011990,202604,08 - Fruit and nuts,110.0,8229
Exports,Eswatini,8021100,202604,08 - Fruit and nuts,55.41,7211
Exports,Eswatini,8013200,202604,08 - Fruit and nuts,121.43,18220
Exports,Eswatini,8021200,202604,08 - Fruit and nuts,143.93,14145
Exports,Eswatini,8013100,202604,08 - Fruit and nuts,87.71,9503
Exports,Eswatini,8026100,202604,08 - Fruit and nuts,10.0,1470
Exports,Eswatini,8025100,202604,08 - Fruit and nuts,4.0,1070
Exports,Eswatini,8025200,202604,08 - Fruit and nuts,4.66,2018
Exports,Eswatini,8029911,202604,08 - Fruit and nuts,3.0,552
Exports,Eswatini,8029990,202604,08 - Fruit and nuts,61.0,16462
Exports,Eswatini,8043010,202604,08 - Fruit and nuts,15755.4,145739
Exports,Eswatini,8045011,202604,08 - Fruit and nuts,1304.17,53017
Exports,Eswatini,8043090,202604,08 - Fruit and nuts,66.0,1649
Exports,Eswatini,8044090,202604,08 - Fruit and nuts,195.88,9110
Exports,Eswatini,8045019,202604,08 - Fruit and nuts,175.99,9156
Exports,Eswatini,8044010,202604,08 - Fruit and nuts,5460.89,148384
Exports,Eswatini,8052910,202604,08 - Fruit and nuts,38467.75,181201
Exports,Eswatini,8052990,202604,08 - Fruit and nuts,10.81,732
Exports,Eswatini,8052210,202604,08 - Fruit and nuts,95750.02,330215
Exports,Eswatini,8054090,202604,08 - Fruit and nuts,27.0,75
Exports,Eswatini,8054010,202604,08 - Fruit and nuts,28937.5,129537
Exports,Eswatini,8061000,202604,08 - Fruit and nuts,43057.8,1350054
Exports,Eswatini,8071900,202604,08 - Fruit and nuts,2090.69,51035
Exports,Eswatini,8104000,202604,08 - Fruit and nuts,721.1,79476
Exports,Eswatini,8072000,202604,08 - Fruit and nuts,3842.48,98907
Exports,Eswatini,8062000,202604,08 - Fruit and nuts,805.73,62954
Exports,Eswatini,8071100,202604,08 - Fruit and nuts,24686.3,132799
Exports,Eswatini,8119090,202604,08 - Fruit and nuts,8786.18,157089
Exports,Eswatini,8129015,202604,08 - Fruit and nuts,6.44,512
Exports,Eswatini,8112090,202604,08 - Fruit and nuts,194.67,12705
Exports,Eswatini,8119085,202604,08 - Fruit and nuts,70.0,547
Exports,Eswatini,8107000,202604,08 - Fruit and nuts,63.0,2510
Exports,Eswatini,8105000,202604,08 - Fruit and nuts,1545.96,72338
Exports,Eswatini,8103000,202604,08 - Fruit and nuts,159.51,11726
Exports,Eswatini,8134000,202604,08 - Fruit and nuts,116.89,14947
Exports,Eswatini,8011905,202604,08 - Fruit and nuts,48.0,566
Exports,Eswatini,8011190,202604,08 - Fruit and nuts,256.86,24036
Exports,Eswatini,8011210,202604,08 - Fruit and nuts,51.0,1885
Exports,Eswatini,8011110,202604,08 - Fruit and nuts,157.88,12102
Exports,Eswatini,8023200,202604,08 - Fruit and nuts,90.11,12659
Exports,Eswatini,8022200,202604,08 - Fruit and nuts,5.0,1755
Exports,Eswatini,8042010,202604,08 - Fruit and nuts,58.0,3842
Exports,Eswatini,8031010,202604,08 - Fruit and nuts,237.48,14078
Exports,Eswatini,8041090,202604,08 - Fruit and nuts,167.84,9610
Exports,Eswatini,8041010,202604,08 - Fruit and nuts,142.68,16809
Exports,Eswatini,8039010,202604,08 - Fruit and nuts,367.0,12476
Exports,Eswatini,8051010,202604,08 - Fruit and nuts,204248.61,758416
Exports,Eswatini,8042090,202604,08 - Fruit and nuts,33.28,3080
Exports,Eswatini,8052290,202604,08 - Fruit and nuts,7450.0,20800
Exports,Eswatini,8045099,202604,08 - Fruit and nuts,14.86,2283
Exports,Eswatini,8051090,202604,08 - Fruit and nuts,15647.86,65945
Exports,Eswatini,8052110,202604,08 - Fruit and nuts,3680.0,66255
Exports,Eswatini,8059090,202604,08 - Fruit and nuts,2924.0,23680
Exports,Eswatini,8055090,202604,08 - Fruit and nuts,17.0,2758
Exports,Eswatini,8055010,202604,08 - Fruit and nuts,16442.74,141054
Exports,Eswatini,8059010,202604,08 - Fruit and nuts,48433.5,158524
Exports,Eswatini,8093000,202604,08 - Fruit and nuts,4784.47,24840
Exports,Eswatini,8101000,202604,08 - Fruit and nuts,20.21,13120
