TradeType,CountryOfDestinationName,Tariff,YearMonth,ChapterAndDescription,StatisticalQuantity,CustomsValue
Exports,Canada,8026200,202506,08 - Fruit and nuts,1.0,18
Exports,Germany,8062000,202506,08 - Fruit and nuts,312000.0,18014542
Exports,Germany,8029912,202506,08 - Fruit and nuts,19054.0,3299555
Exports,New Zealand,8026200,202506,08 - Fruit and nuts,11396.02,2441525
Exports,China,8051090,202506,08 - Fruit and nuts,1.0,18
Exports,Japan,8140000,202506,08 - Fruit and nuts,5.0,14
Exports,Japan,8026200,202506,08 - Fruit and nuts,3.0,295
Exports,Malaysia,8104000,202506,08 - Fruit and nuts,4080.0,955126
Exports,Seychelles,8083000,202506,08 - Fruit and nuts,44.0,398
Exports,Uganda,8083000,202506,08 - Fruit and nuts,30709.0,255960
Exports,Uganda,8081000,202506,08 - Fruit and nuts,8781.0,85120
Exports,Belgium,8054010,202506,08 - Fruit and nuts,23085.0,165952
Exports,Canada,8055010,202506,08 - Fruit and nuts,1155887.97,17681963
Exports,Canada,8083000,202506,08 - Fruit and nuts,21847.0,397550
Exports,Canada,8054010,202506,08 - Fruit and nuts,190842.02,2477050
Exports,Belarus,8055010,202506,08 - Fruit and nuts,185276.02,2172774
Exports,Canada,8081000,202506,08 - Fruit and nuts,89273.05,1445264
Exports,Canada,8051010,202506,08 - Fruit and nuts,1244433.71,17954503
Exports,Ireland,8081000,202506,08 - Fruit and nuts,64258.25,1248538
Exports,Ireland,8051010,202506,08 - Fruit and nuts,363532.02,4967648
Exports,Ireland,8054010,202506,08 - Fruit and nuts,22221.0,150978
Exports,Ireland,8055010,202506,08 - Fruit and nuts,80038.5,1269795
Exports,South Korea,8054010,202506,08 - Fruit and nuts,60655.0,927518
Exports,Malaysia,8083000,202506,08 - Fruit and nuts,22669.0,426020
Exports,Qatar,8051010,202506,08 - Fruit and nuts,258105.84,3532216
Exports,Qatar,8055010,202506,08 - Fruit and nuts,452199.5,7608637
Exports,Qatar,8052110,202506,08 - Fruit and nuts,342414.36,5352690
Exports,Botswana,8022200,202506,08 - Fruit and nuts,26.15,4811
Exports,Botswana,8012200,202506,08 - Fruit and nuts,8.21,2520
Exports,Botswana,8135000,202506,08 - Fruit and nuts,12.12,448
Exports,Botswana,8021200,202506,08 - Fruit and nuts,738.15,97744
Exports,Botswana,8023200,202506,08 - Fruit and nuts,523.6,62783
Exports,Botswana,8023100,202506,08 - Fruit and nuts,798.0,128688
Exports,Botswana,8094000,202506,08 - Fruit and nuts,1230.0,62103
Exports,Botswana,8102000,202506,08 - Fruit and nuts,1754.69,118905
Exports,Botswana,8101000,202506,08 - Fruit and nuts,5146.06,404789
Exports,Botswana,8103000,202506,08 - Fruit and nuts,336.31,14664
Exports,Zambia,8044090,202506,08 - Fruit and nuts,1.9,277
Exports,Zambia,8043090,202506,08 - Fruit and nuts,560.0,8400
Exports,Zambia,8045019,202506,08 - Fruit and nuts,59.96,11216
Exports,Zambia,8045099,202506,08 - Fruit and nuts,36.2,14609
Exports,Zambia,8051010,202506,08 - Fruit and nuts,52.42,4440
Exports,Zambia,8059010,202506,08 - Fruit and nuts,2350.0,38050
Exports,Zambia,8061000,202506,08 - Fruit and nuts,10800.0,386400
Exports,Mozambique,8041090,202506,08 - Fruit and nuts,39.2,1493
Exports,Mozambique,8023200,202506,08 - Fruit and nuts,92.03,26193
Exports,Mozambique,8025100,202506,08 - Fruit and nuts,240.0,29865
Exports,Mozambique,8025200,202506,08 - Fruit and nuts,57.51,14267
Exports,Mozambique,8026100,202506,08 - Fruit and nuts,510.0,64502
Exports,Mozambique,8109010,202506,08 - Fruit and nuts,81.12,5218
Exports,Mozambique,8026200,202506,08 - Fruit and nuts,175.98,16700
Exports,Mozambique,8104000,202506,08 - Fruit and nuts,1290.89,76078
Exports,Mozambique,8105000,202506,08 - Fruit and nuts,7152.44,129942
Exports,Mozambique,8107000,202506,08 - Fruit and nuts,560.0,4840
Exports,Mozambique,8109030,202506,08 - Fruit and nuts,212.01,17133
Exports,Mozambique,8111010,202506,08 - Fruit and nuts,5.0,484
Exports,Botswana,8025200,202506,08 - Fruit and nuts,34.0,907
Exports,Zambia,8011110,202506,08 - Fruit and nuts,320.08,21222
Exports,Botswana,8011905,202506,08 - Fruit and nuts,148.5,2193
Exports,Botswana,8011110,202506,08 - Fruit and nuts,412.0,16572
Exports,Botswana,8092900,202506,08 - Fruit and nuts,123.76,9886
Exports,Botswana,8011210,202506,08 - Fruit and nuts,675.0,6297
Exports,Botswana,8093000,202506,08 - Fruit and nuts,97.17,4013
Exports,Botswana,8011290,202506,08 - Fruit and nuts,196.6,20162
Exports,Botswana,8011190,202506,08 - Fruit and nuts,2466.63,39350
Exports,Botswana,8101000,202506,08 - Fruit and nuts,8853.1,364692
Exports,Botswana,8102000,202506,08 - Fruit and nuts,92.5,1409
Exports,Namibia,8109090,202506,08 - Fruit and nuts,1047.36,91401
Exports,Namibia,8109030,202506,08 - Fruit and nuts,260.17,3696
Exports,Namibia,8112090,202506,08 - Fruit and nuts,10.0,700
Exports,Namibia,8109010,202506,08 - Fruit and nuts,72.73,1919
Exports,Namibia,8134000,202506,08 - Fruit and nuts,45.6,2075
Exports,Tanzania,8105000,202506,08 - Fruit and nuts,2252.0,94500
Exports,Tanzania,8109090,202506,08 - Fruit and nuts,1550.0,65100
Exports,Tanzania,8059010,202506,08 - Fruit and nuts,10.0,262
Exports,Tanzania,8107000,202506,08 - Fruit and nuts,100.0,3360
Exports,Tanzania,8061000,202506,08 - Fruit and nuts,5870.0,115867
Exports,Tanzania,8104000,202506,08 - Fruit and nuts,1180.0,56700
Exports,Tanzania,8083000,202506,08 - Fruit and nuts,257.68,14263
Exports,Namibia,8043010,202506,08 - Fruit and nuts,4507.68,90207
Exports,Namibia,8041090,202506,08 - Fruit and nuts,217.5,17385
Exports,Namibia,8131000,202506,08 - Fruit and nuts,454.46,57187
Exports,Namibia,8129090,202506,08 - Fruit and nuts,5205.6,321810
Exports,Namibia,8044010,202506,08 - Fruit and nuts,17226.82,433372
Exports,Namibia,8132000,202506,08 - Fruit and nuts,658.2,66237
Exports,Unclassified,8051090,202506,08 - Fruit and nuts,4.0,1600
Exports,Malawi,8011190,202506,08 - Fruit and nuts,18.34,6000
Exports,Mozambique,8041090,202506,08 - Fruit and nuts,28.0,1072
Exports,Malawi,8013200,202506,08 - Fruit and nuts,7.5,870
Exports,Democratic Republic Of Congo,8109090,202506,08 - Fruit and nuts,6683.0,242011
Exports,Mozambique,8011110,202506,08 - Fruit and nuts,173.48,11455
Exports,Democratic Republic Of Congo,8062000,202506,08 - Fruit and nuts,28.0,2112
Exports,Democratic Republic Of Congo,8045099,202506,08 - Fruit and nuts,101.0,7645
Exports,Democratic Republic Of Congo,8051010,202506,08 - Fruit and nuts,5700.0,54445
Exports,Congo,8083000,202506,08 - Fruit and nuts,13440.0,35840
Exports,Congo,8081000,202506,08 - Fruit and nuts,7056.0,35280
Exports,Malawi,8013200,202506,08 - Fruit and nuts,245.26,46884
Exports,Malawi,8011110,202506,08 - Fruit and nuts,3051.0,213117
Exports,Malawi,8051010,202506,08 - Fruit and nuts,14429.61,88872
Exports,Malawi,8071900,202506,08 - Fruit and nuts,500.0,23410
Exports,Malawi,8055010,202506,08 - Fruit and nuts,699.39,10649
Exports,Malawi,8054010,202506,08 - Fruit and nuts,381.69,3507
Exports,Malawi,8081000,202506,08 - Fruit and nuts,36879.68,604634
Exports,Malawi,8119090,202506,08 - Fruit and nuts,114.0,10925
Exports,Malawi,8129090,202506,08 - Fruit and nuts,87.5,5183
Exports,Malawi,8135000,202506,08 - Fruit and nuts,1360.98,176613
Exports,Malawi,8134000,202506,08 - Fruit and nuts,55.65,7687
Exports,Malawi,8043090,202506,08 - Fruit and nuts,10092.25,121660
Exports,Malawi,8052110,202506,08 - Fruit and nuts,139.6,1895
Exports,Malawi,8062000,202506,08 - Fruit and nuts,334.8,31620
Exports,Malawi,8059010,202506,08 - Fruit and nuts,6659.55,74245
Exports,Malawi,8052190,202506,08 - Fruit and nuts,120.48,1526
Exports,Malawi,8059090,202506,08 - Fruit and nuts,12917.5,141154
Exports,Malawi,8061000,202506,08 - Fruit and nuts,2002.95,198218
Exports,Malawi,8071100,202506,08 - Fruit and nuts,347.76,13252
Exports,Malawi,8083000,202506,08 - Fruit and nuts,10693.62,175629
Exports,Mozambique,8051090,202506,08 - Fruit and nuts,253.21,5845
Exports,Mozambique,8045011,202506,08 - Fruit and nuts,28.06,408
Exports,Mozambique,8045099,202506,08 - Fruit and nuts,6.26,202
Exports,Mozambique,8044090,202506,08 - Fruit and nuts,6.55,212
Exports,Mozambique,8052290,202506,08 - Fruit and nuts,11.64,238
Exports,Mozambique,8051010,202506,08 - Fruit and nuts,10933.01,145108
Exports,Mozambique,8052110,202506,08 - Fruit and nuts,814.93,14561
Exports,Mozambique,8043090,202506,08 - Fruit and nuts,3.59,116
Exports,Mozambique,8052190,202506,08 - Fruit and nuts,197.4,4418
Exports,Mozambique,8052910,202506,08 - Fruit and nuts,143.72,2366
Exports,Mozambique,8055010,202506,08 - Fruit and nuts,453.16,6667
Exports,Mozambique,8059090,202506,08 - Fruit and nuts,89.7,1845
Exports,Mozambique,8059010,202506,08 - Fruit and nuts,190.5,4485
Exports,Mozambique,8054010,202506,08 - Fruit and nuts,196.82,2131
Exports,Mozambique,8105000,202506,08 - Fruit and nuts,168.5,10764
Exports,Mozambique,8101000,202506,08 - Fruit and nuts,529.97,13511
Exports,Mozambique,8135000,202506,08 - Fruit and nuts,42.56,2577
Exports,Mozambique,8103000,202506,08 - Fruit and nuts,67.77,556
Exports,Mozambique,8044010,202506,08 - Fruit and nuts,32.09,569
Exports,Mozambique,8043010,202506,08 - Fruit and nuts,28.64,441
Exports,Mozambique,8055090,202506,08 - Fruit and nuts,57.83,1572
Exports,Mozambique,8054090,202506,08 - Fruit and nuts,52.04,1265
Exports,Mozambique,8061000,202506,08 - Fruit and nuts,3413.67,65483
Exports,Mozambique,8071900,202506,08 - Fruit and nuts,204.36,4434
Exports,Mozambique,8062000,202506,08 - Fruit and nuts,291.2,14029
Exports,Mozambique,8072000,202506,08 - Fruit and nuts,159.76,3463
Exports,Mozambique,8081000,202506,08 - Fruit and nuts,48895.72,724220
Exports,Mozambique,8083000,202506,08 - Fruit and nuts,2991.09,70232
Exports,Tanzania,8081000,202506,08 - Fruit and nuts,101396.0,636440
Exports,Zambia,8055090,202506,08 - Fruit and nuts,1050.0,3150
Exports,Zambia,8059010,202506,08 - Fruit and nuts,1189280.0,5187170
Exports,Zambia,8055010,202506,08 - Fruit and nuts,22260.0,82680
Exports,Zambia,8052110,202506,08 - Fruit and nuts,13578.0,98960
Exports,Zambia,8052910,202506,08 - Fruit and nuts,44000.0,120000
Exports,Zambia,8083000,202506,08 - Fruit and nuts,41920.0,160990
Exports,Zambia,8071900,202506,08 - Fruit and nuts,500.0,1500
Exports,Zambia,8061000,202506,08 - Fruit and nuts,85600.0,556000
Exports,Zambia,8059090,202506,08 - Fruit and nuts,69086.85,266952
Exports,Zambia,8071100,202506,08 - Fruit and nuts,2860.0,8080
Exports,Zambia,8062000,202506,08 - Fruit and nuts,150.0,4500
Exports,Zambia,8072000,202506,08 - Fruit and nuts,8200.0,18400
Exports,Zambia,8081000,202506,08 - Fruit and nuts,901660.0,4733738
Exports,Zambia,8094000,202506,08 - Fruit and nuts,2860.0,21380
Exports,Zambia,8109090,202506,08 - Fruit and nuts,2455.0,18505
Exports,Zambia,8135000,202506,08 - Fruit and nuts,326.4,25204
Exports,Zimbabwe,8029990,202506,08 - Fruit and nuts,215.0,23350
Exports,Zimbabwe,8041090,202506,08 - Fruit and nuts,145.0,6100
Exports,Zimbabwe,8021200,202506,08 - Fruit and nuts,250.0,3660
Exports,Zimbabwe,8025100,202506,08 - Fruit and nuts,360.0,5660
Exports,Zimbabwe,8013200,202506,08 - Fruit and nuts,700.0,38190
Exports,Zimbabwe,8023200,202506,08 - Fruit and nuts,250.0,3680
Exports,Zimbabwe,8021100,202506,08 - Fruit and nuts,27.13,703
Exports,Zimbabwe,8022200,202506,08 - Fruit and nuts,300.0,5260
Exports,Zimbabwe,8061000,202506,08 - Fruit and nuts,97502.0,1248257
Exports,Zimbabwe,8041010,202506,08 - Fruit and nuts,5940.0,174120
Exports,Zimbabwe,8062000,202506,08 - Fruit and nuts,442.8,26750
Exports,Zimbabwe,8132000,202506,08 - Fruit and nuts,352.65,10450
Exports,Zimbabwe,8105000,202506,08 - Fruit and nuts,10291.0,299277
Exports,Zimbabwe,8045011,202506,08 - Fruit and nuts,1500.0,23190
Exports,Zimbabwe,8134000,202506,08 - Fruit and nuts,730.0,23770
Exports,Zimbabwe,8045099,202506,08 - Fruit and nuts,75.0,11250
Exports,Zimbabwe,8043090,202506,08 - Fruit and nuts,300.0,4940
Exports,Zimbabwe,8083000,202506,08 - Fruit and nuts,162007.0,1144574
Exports,Zimbabwe,8094000,202506,08 - Fruit and nuts,8140.0,157500
Exports,Zimbabwe,8093000,202506,08 - Fruit and nuts,2598.5,75250
Exports,Zimbabwe,8081000,202506,08 - Fruit and nuts,908673.0,7077976
Exports,Zimbabwe,8135000,202506,08 - Fruit and nuts,4594.0,606426
Exports,Lesotho,8059010,202506,08 - Fruit and nuts,50.0,2580
Exports,Lesotho,8039090,202506,08 - Fruit and nuts,4520.0,24050
Exports,Lesotho,8039010,202506,08 - Fruit and nuts,14834.0,53185
Exports,Lesotho,8045019,202506,08 - Fruit and nuts,22.5,675
Exports,Lesotho,8051010,202506,08 - Fruit and nuts,75333.0,349992
Exports,Lesotho,8042010,202506,08 - Fruit and nuts,13.0,120
Exports,Lesotho,8054010,202506,08 - Fruit and nuts,60.0,290
Exports,Lesotho,8051090,202506,08 - Fruit and nuts,15018.0,24220
Exports,Lesotho,8052210,202506,08 - Fruit and nuts,5.0,60
Exports,Lesotho,8055010,202506,08 - Fruit and nuts,852.0,4116
Exports,Lesotho,8052910,202506,08 - Fruit and nuts,650.0,1000
Exports,Lesotho,8081000,202506,08 - Fruit and nuts,16070.0,96630
Exports,Lesotho,8011190,202506,08 - Fruit and nuts,20.0,591
Exports,Lesotho,8011210,202506,08 - Fruit and nuts,100.0,600
Exports,Lesotho,8011905,202506,08 - Fruit and nuts,50.0,400
Exports,Lesotho,8043010,202506,08 - Fruit and nuts,612.0,5609
Exports,Lesotho,8041090,202506,08 - Fruit and nuts,20.0,1250
Exports,Lesotho,8044010,202506,08 - Fruit and nuts,1088.0,3444
Exports,Lesotho,8041010,202506,08 - Fruit and nuts,20.0,550
Exports,Lesotho,8031010,202506,08 - Fruit and nuts,3600.0,13750
Exports,Lesotho,8029911,202506,08 - Fruit and nuts,135.0,18216
Exports,Lesotho,8011990,202506,08 - Fruit and nuts,10.0,311
Exports,Lesotho,8044090,202506,08 - Fruit and nuts,32.0,200
Exports,Lesotho,8083000,202506,08 - Fruit and nuts,4134.0,22060
Exports,Lesotho,8093000,202506,08 - Fruit and nuts,20.0,80
Exports,Lesotho,8045099,202506,08 - Fruit and nuts,204.0,595
Exports,Lesotho,8062000,202506,08 - Fruit and nuts,519.0,31383
Exports,Lesotho,8059090,202506,08 - Fruit and nuts,780.0,720
Exports,Lesotho,8061000,202506,08 - Fruit and nuts,40.5,1786
Exports,Lesotho,8055090,202506,08 - Fruit and nuts,10.0,76
Exports,Lesotho,8059010,202506,08 - Fruit and nuts,42.0,215
Exports,Lesotho,8101000,202506,08 - Fruit and nuts,30.0,300
Exports,Lesotho,8072000,202506,08 - Fruit and nuts,12.0,64
Exports,Lesotho,8071900,202506,08 - Fruit and nuts,1106.0,5372
Exports,Lesotho,8131000,202506,08 - Fruit and nuts,50.0,903
Exports,Lesotho,8109090,202506,08 - Fruit and nuts,513.0,2190
Exports,Lesotho,8135000,202506,08 - Fruit and nuts,40.0,2511
Exports,Lesotho,8105000,202506,08 - Fruit and nuts,40.0,2300
Exports,Lesotho,8107000,202506,08 - Fruit and nuts,25.0,340
Exports,Unclassified,8039010,202506,08 - Fruit and nuts,200.0,1100
Exports,Angola,8041090,202506,08 - Fruit and nuts,62.4,2487
Exports,United Arab Emirates,8026200,202506,08 - Fruit and nuts,40145.0,10897668
Exports,United Arab Emirates,8041010,202506,08 - Fruit and nuts,21000.0,2603861
Exports,United Arab Emirates,8044010,202506,08 - Fruit and nuts,108910.49,3459501
Exports,United Arab Emirates,8045091,202506,08 - Fruit and nuts,180.0,68668
Exports,United Arab Emirates,8051010,202506,08 - Fruit and nuts,8079738.9,92995110
Exports,United Arab Emirates,8062000,202506,08 - Fruit and nuts,56336.0,2811234
Exports,United Arab Emirates,8051090,202506,08 - Fruit and nuts,33660.3,587326
Exports,United Arab Emirates,8052110,202506,08 - Fruit and nuts,2905849.66,40793572
Exports,United Arab Emirates,8081000,202506,08 - Fruit and nuts,5647661.84,94441882
Exports,United Arab Emirates,8083000,202506,08 - Fruit and nuts,1048613.45,18455775
Exports,United Arab Emirates,8052190,202506,08 - Fruit and nuts,97476.95,1399072
Exports,United Arab Emirates,8054090,202506,08 - Fruit and nuts,18878.0,297715
Exports,United Arab Emirates,8054010,202506,08 - Fruit and nuts,516586.93,4251988
Exports,United Arab Emirates,8055090,202506,08 - Fruit and nuts,52238.0,948837
Exports,United Arab Emirates,8055010,202506,08 - Fruit and nuts,5455240.07,73526951
Exports,United Arab Emirates,8107000,202506,08 - Fruit and nuts,148298.0,2752202
Exports,United Arab Emirates,8134000,202506,08 - Fruit and nuts,1761.6,766967
Exports,United Arab Emirates,8109030,202506,08 - Fruit and nuts,87390.9,2378647
Exports,United Arab Emirates,8133000,202506,08 - Fruit and nuts,82.0,36470
Exports,Albania,8055010,202506,08 - Fruit and nuts,26082.0,356656
Exports,Australia,8054010,202506,08 - Fruit and nuts,23628.5,279296
Exports,Australia,8134000,202506,08 - Fruit and nuts,95432.53,7831861
Exports,Australia,8131000,202506,08 - Fruit and nuts,76604.59,7761513
Exports,Australia,8062000,202506,08 - Fruit and nuts,125268.0,7717786
Exports,Austria,8081000,202506,08 - Fruit and nuts,15697.5,353352
Exports,Australia,8052110,202506,08 - Fruit and nuts,615840.96,14861319
Exports,Australia,8041010,202506,08 - Fruit and nuts,21000.0,2325435
Exports,Australia,8051010,202506,08 - Fruit and nuts,192371.2,2726060
Exports,Australia,8045091,202506,08 - Fruit and nuts,1582.88,161688
Exports,Belgium,8054010,202506,08 - Fruit and nuts,144959.0,1034540
Exports,Belgium,8045099,202506,08 - Fruit and nuts,1789.2,377285
Exports,Belgium,8051010,202506,08 - Fruit and nuts,24606.0,334509
Exports,Belgium,8026200,202506,08 - Fruit and nuts,33940.0,6606442
Exports,Belgium,8045091,202506,08 - Fruit and nuts,435.6,93373
Exports,Bangladesh,8081000,202506,08 - Fruit and nuts,2868909.0,47549200
Exports,Bangladesh,8051010,202506,08 - Fruit and nuts,381460.8,4633803
Exports,Bangladesh,8052110,202506,08 - Fruit and nuts,1165135.0,16933510
Exports,Bangladesh,8055010,202506,08 - Fruit and nuts,24000.0,254905
Exports,Belgium,8083000,202506,08 - Fruit and nuts,67500.0,849182
Exports,Belgium,8133000,202506,08 - Fruit and nuts,616.6,125578
Exports,Bulgaria,8055010,202506,08 - Fruit and nuts,199895.2,3154323
Exports,Bulgaria,8054010,202506,08 - Fruit and nuts,51149.0,592246
Exports,Bahrain,8081000,202506,08 - Fruit and nuts,146319.5,2875530
Exports,Bahrain,8083000,202506,08 - Fruit and nuts,1215.0,22554
Exports,Benin,8081000,202506,08 - Fruit and nuts,91498.0,651254
Exports,Bahrain,8055010,202506,08 - Fruit and nuts,115186.0,1434227
Exports,Bahrain,8051010,202506,08 - Fruit and nuts,193765.0,2230108
Exports,Bahrain,8052110,202506,08 - Fruit and nuts,67364.2,993888
Exports,Bahrain,8052190,202506,08 - Fruit and nuts,58524.4,1101793
Exports,Canada,8026200,202506,08 - Fruit and nuts,17850.0,3288540
Exports,Canada,8107000,202506,08 - Fruit and nuts,75374.0,1850536
Exports,Canada,8134000,202506,08 - Fruit and nuts,61677.58,8943254
Exports,Brunei Darussalam,8055010,202506,08 - Fruit and nuts,28733.0,394550
Exports,Brazil,8062000,202506,08 - Fruit and nuts,42500.0,2485232
Exports,Canada,8051010,202506,08 - Fruit and nuts,5421731.12,80259323
Exports,Canada,8052190,202506,08 - Fruit and nuts,299039.92,6097139
Exports,Canada,8052110,202506,08 - Fruit and nuts,4958069.29,81301574
Exports,Canada,8054010,202506,08 - Fruit and nuts,824141.65,8719093
Exports,Canada,8051090,202506,08 - Fruit and nuts,75250.0,1392805
Exports,Canada,8055090,202506,08 - Fruit and nuts,24028.0,293305
Exports,Congo,8083000,202506,08 - Fruit and nuts,4750.0,105301
Exports,Democratic Republic Of Congo,8081000,202506,08 - Fruit and nuts,72492.0,946998
Exports,Congo,8051010,202506,08 - Fruit and nuts,30773.0,542354
Exports,Côte D'ivoire,8083000,202506,08 - Fruit and nuts,62218.15,1009274
Exports,Congo,8052110,202506,08 - Fruit and nuts,29234.6,171850
Exports,Côte D'ivoire,8052210,202506,08 - Fruit and nuts,42000.0,794231
Exports,Côte D'ivoire,8052110,202506,08 - Fruit and nuts,140962.0,2096470
Exports,Côte D'ivoire,8051090,202506,08 - Fruit and nuts,23248.0,227353
Exports,Switzerland,8062000,202506,08 - Fruit and nuts,32000.0,1910449
Exports,Switzerland,8131000,202506,08 - Fruit and nuts,25340.0,2971216
Exports,Switzerland,8054010,202506,08 - Fruit and nuts,24505.0,156600
Exports,Switzerland,8045011,202506,08 - Fruit and nuts,515.15,63745
Exports,Switzerland,8133000,202506,08 - Fruit and nuts,532.49,65891
Exports,Chile,8134000,202506,08 - Fruit and nuts,974.68,174445
Exports,Côte D'ivoire,8081000,202506,08 - Fruit and nuts,1004769.55,14445801
Exports,China,8055010,202506,08 - Fruit and nuts,436477.0,6345465
Exports,China,8051010,202506,08 - Fruit and nuts,1333183.07,15743477
Exports,China,8054010,202506,08 - Fruit and nuts,3372083.4,27049704
Exports,China,8081000,202506,08 - Fruit and nuts,4306828.82,77516485
Exports,China,8083000,202506,08 - Fruit and nuts,89140.0,1824844
Exports,China,8062000,202506,08 - Fruit and nuts,15000.0,600433
Exports,Côte D'ivoire,8051010,202506,08 - Fruit and nuts,87431.33,1190348
Exports,Cameroon,8052110,202506,08 - Fruit and nuts,43202.0,1190950
Exports,Cameroon,8083000,202506,08 - Fruit and nuts,11973.23,197673
Exports,Cameroon,8081000,202506,08 - Fruit and nuts,727890.77,12848481
Exports,Chile,8133000,202506,08 - Fruit and nuts,649.78,116297
Exports,Colombia,8054010,202506,08 - Fruit and nuts,75080.1,863745
Exports,Colombia,8051010,202506,08 - Fruit and nuts,24480.8,353708
Exports,Cyprus,8055010,202506,08 - Fruit and nuts,151838.0,2484599
Exports,Germany,8054010,202506,08 - Fruit and nuts,723208.5,8157153
Exports,Germany,8052110,202506,08 - Fruit and nuts,468621.51,6869557
Exports,Germany,8051010,202506,08 - Fruit and nuts,25183.0,194689
Exports,Germany,8044010,202506,08 - Fruit and nuts,152524.0,6986693
Exports,Germany,8055090,202506,08 - Fruit and nuts,133550.0,2460297
Exports,Germany,8055010,202506,08 - Fruit and nuts,374788.0,4143298
Exports,Germany,8062000,202506,08 - Fruit and nuts,2153739.2,119533065
Exports,Germany,8051090,202506,08 - Fruit and nuts,1000.0,208963
Exports,Germany,8054090,202506,08 - Fruit and nuts,67895.0,1043919
Exports,Germany,8041010,202506,08 - Fruit and nuts,17640.0,1974276
Exports,Germany,8026200,202506,08 - Fruit and nuts,130954.0,30449010
Exports,Germany,8081000,202506,08 - Fruit and nuts,2428770.05,51110398
Exports,Germany,8083000,202506,08 - Fruit and nuts,473970.69,9914692
Exports,Germany,8119090,202506,08 - Fruit and nuts,71420.0,2784209
Exports,Germany,8112010,202506,08 - Fruit and nuts,24000.0,800544
Exports,Germany,8134000,202506,08 - Fruit and nuts,39300.0,3447959
Exports,Germany,8131000,202506,08 - Fruit and nuts,4000.0,534819
Exports,Germany,8133000,202506,08 - Fruit and nuts,1000.0,172522
Exports,Djibouti,8081000,202506,08 - Fruit and nuts,24460.0,594593
Exports,Denmark,8041010,202506,08 - Fruit and nuts,20160.0,2983339
Exports,Denmark,8054010,202506,08 - Fruit and nuts,23129.25,310745
Exports,Algeria,8052110,202506,08 - Fruit and nuts,76518.0,1315440
Exports,Algeria,8055010,202506,08 - Fruit and nuts,217498.5,2560000
Exports,Spain,8062000,202506,08 - Fruit and nuts,56625.0,3628038
Exports,Spain,8052190,202506,08 - Fruit and nuts,47458.0,1130612
Exports,Spain,8055090,202506,08 - Fruit and nuts,379585.0,6314559
Exports,Spain,8026200,202506,08 - Fruit and nuts,25675.0,6764685
Exports,Spain,8083000,202506,08 - Fruit and nuts,48491.0,548576
Exports,Denmark,8051010,202506,08 - Fruit and nuts,138981.0,1275379
Exports,Algeria,8083000,202506,08 - Fruit and nuts,18938.0,416000
Exports,Algeria,8062000,202506,08 - Fruit and nuts,72000.0,1844217
Exports,Spain,8052110,202506,08 - Fruit and nuts,302704.0,4478066
Exports,Spain,8051010,202506,08 - Fruit and nuts,953345.6,11881873
Exports,Spain,8055010,202506,08 - Fruit and nuts,1766220.1,27452967
Exports,Spain,8054010,202506,08 - Fruit and nuts,250017.15,2814008
Exports,Spain,8021200,202506,08 - Fruit and nuts,40000.0,5023342
Exports,Spain,8041010,202506,08 - Fruit and nuts,18600.0,2599765
Exports,Spain,8044010,202506,08 - Fruit and nuts,343735.8,12116426
Exports,Finland,8062000,202506,08 - Fruit and nuts,48000.0,2628516
Exports,Finland,8052110,202506,08 - Fruit and nuts,245901.0,5759646
Exports,Finland,8051010,202506,08 - Fruit and nuts,252565.0,3425844
Exports,France,8083000,202506,08 - Fruit and nuts,118406.15,1958035
Exports,France,8134000,202506,08 - Fruit and nuts,40000.0,5062530
Exports,France,8107000,202506,08 - Fruit and nuts,23750.0,818926
Exports,Finland,8054010,202506,08 - Fruit and nuts,49451.55,575745
Exports,France,8052110,202506,08 - Fruit and nuts,259277.2,4274294
Exports,France,8051010,202506,08 - Fruit and nuts,945892.1,12367889
Exports,Gabon,8081000,202506,08 - Fruit and nuts,300827.81,4656888
Exports,Gabon,8052110,202506,08 - Fruit and nuts,69651.0,1363505
Exports,Gabon,8083000,202506,08 - Fruit and nuts,28745.59,427488
Exports,United Kingdom,8062000,202506,08 - Fruit and nuts,665323.5,37378299
Exports,United Kingdom,8081000,202506,08 - Fruit and nuts,20052949.79,408771031
Exports,United Kingdom,8133000,202506,08 - Fruit and nuts,19346.84,1902894
Exports,United Kingdom,8134000,202506,08 - Fruit and nuts,390487.48,42196660
Exports,United Kingdom,8083000,202506,08 - Fruit and nuts,2442681.2,40850601
Exports,United Kingdom,8045099,202506,08 - Fruit and nuts,23419.2,2309462
Exports,United Kingdom,8052110,202506,08 - Fruit and nuts,15543959.57,271141783
Exports,United Kingdom,8041010,202506,08 - Fruit and nuts,143086.0,13436592
Exports,United Kingdom,8044010,202506,08 - Fruit and nuts,1478025.81,56577092
Exports,United Kingdom,8051010,202506,08 - Fruit and nuts,6270580.65,89043477
Exports,United Kingdom,8026100,202506,08 - Fruit and nuts,32.0,9536
Exports,United Kingdom,8107000,202506,08 - Fruit and nuts,105368.0,2682051
Exports,United Kingdom,8129015,202506,08 - Fruit and nuts,67200.0,3207140
Exports,United Kingdom,8119005,202506,08 - Fruit and nuts,114918.0,6249765
Exports,Georgia,8051010,202506,08 - Fruit and nuts,27041.0,320000
Exports,Georgia,8055010,202506,08 - Fruit and nuts,300100.01,3893772
Exports,Georgia,8026200,202506,08 - Fruit and nuts,24369.0,6663076
Exports,Ghana,8021200,202506,08 - Fruit and nuts,125.0,20181
