TradeType,CountryOfDestinationName,Tariff,YearMonth,ChapterAndDescription,StatisticalQuantity,CustomsValue
Exports,Namibia,8134000,202205,08 - Fruit and nuts,10153.7,529856
Exports,Namibia,8135000,202205,08 - Fruit and nuts,18384.31,1277152
Exports,Namibia,8112090,202205,08 - Fruit and nuts,979.04,40591
Exports,Namibia,8119085,202205,08 - Fruit and nuts,64.98,3212
Exports,Namibia,8111090,202205,08 - Fruit and nuts,200.23,35820
Exports,Namibia,8111010,202205,08 - Fruit and nuts,98.8,9040
Exports,Namibia,8101000,202205,08 - Fruit and nuts,4685.17,160590
Exports,Namibia,8102000,202205,08 - Fruit and nuts,1778.7,114115
Exports,Namibia,8103000,202205,08 - Fruit and nuts,80.68,7645
Exports,Namibia,8094000,202205,08 - Fruit and nuts,3925.31,60135
Exports,Namibia,8081000,202205,08 - Fruit and nuts,597798.13,4229799
Exports,Namibia,8072000,202205,08 - Fruit and nuts,2917.93,61955
Exports,Namibia,8055010,202205,08 - Fruit and nuts,15491.42,104058
Exports,Namibia,8054010,202205,08 - Fruit and nuts,869.01,9502
Exports,Namibia,8052990,202205,08 - Fruit and nuts,901.14,43207
Exports,Namibia,8045010,202205,08 - Fruit and nuts,1772.62,38100
Exports,Namibia,8051090,202205,08 - Fruit and nuts,22376.9,123502
Exports,Namibia,8045090,202205,08 - Fruit and nuts,992.44,83747
Exports,Namibia,8044090,202205,08 - Fruit and nuts,204.81,10194
Exports,Namibia,8029990,202205,08 - Fruit and nuts,793.4,98034
Exports,Namibia,8029912,202205,08 - Fruit and nuts,51.81,12230
Exports,Namibia,8021200,202205,08 - Fruit and nuts,218.22,24591
Exports,Namibia,8011910,202205,08 - Fruit and nuts,215.34,6016
Exports,Namibia,8011990,202205,08 - Fruit and nuts,1152.78,20967
Exports,Namibia,8013200,202205,08 - Fruit and nuts,134.85,20393
Exports,Namibia,8012200,202205,08 - Fruit and nuts,14.8,3994
Exports,Namibia,8119090,202205,08 - Fruit and nuts,5137.23,651685
Exports,Namibia,8129090,202205,08 - Fruit and nuts,6731.33,151799
Exports,Namibia,8121000,202205,08 - Fruit and nuts,153.59,13053
Exports,Namibia,8129015,202205,08 - Fruit and nuts,55.8,4120
Exports,Namibia,8109090,202205,08 - Fruit and nuts,9097.48,297105
Exports,Namibia,8107000,202205,08 - Fruit and nuts,88.89,1659
Exports,Namibia,8109010,202205,08 - Fruit and nuts,218.44,8187
Exports,Namibia,8104000,202205,08 - Fruit and nuts,2162.31,135824
Exports,Namibia,8105000,202205,08 - Fruit and nuts,1836.56,26633
Exports,Namibia,8093000,202205,08 - Fruit and nuts,18.0,3017
Exports,Namibia,8092100,202205,08 - Fruit and nuts,6.0,1134
Exports,Namibia,8092900,202205,08 - Fruit and nuts,45.86,6042
Exports,Namibia,8083000,202205,08 - Fruit and nuts,76570.47,568061
Exports,Namibia,8091000,202205,08 - Fruit and nuts,103.55,13518
Exports,Namibia,8062000,202205,08 - Fruit and nuts,1874.16,70652
Exports,Namibia,8061000,202205,08 - Fruit and nuts,47566.36,889741
Exports,Namibia,8059090,202205,08 - Fruit and nuts,1117.91,13997
Exports,Namibia,8055090,202205,08 - Fruit and nuts,64.63,1194
Exports,Namibia,8059010,202205,08 - Fruit and nuts,32051.3,83209
Exports,Namibia,8052290,202205,08 - Fruit and nuts,2117.43,8820
Exports,Namibia,8052210,202205,08 - Fruit and nuts,31829.64,137801
Exports,Namibia,8052910,202205,08 - Fruit and nuts,18975.02,85440
Exports,Namibia,8039090,202205,08 - Fruit and nuts,33861.22,493869
Exports,Namibia,8052110,202205,08 - Fruit and nuts,10800.0,10800
Exports,Namibia,8052190,202205,08 - Fruit and nuts,4200.0,6000
Exports,Namibia,8051010,202205,08 - Fruit and nuts,342769.66,2064489
Exports,Namibia,8031010,202205,08 - Fruit and nuts,59331.33,511341
Exports,Namibia,8039010,202205,08 - Fruit and nuts,49403.71,430953
Exports,Namibia,8041010,202205,08 - Fruit and nuts,8092.59,158201
Exports,Namibia,8025200,202205,08 - Fruit and nuts,56.46,10737
Exports,Namibia,8026200,202205,08 - Fruit and nuts,22.12,4071
Exports,Namibia,8023200,202205,08 - Fruit and nuts,128.07,13055
Exports,Namibia,8022200,202205,08 - Fruit and nuts,4.8,1655
Exports,Namibia,8011190,202205,08 - Fruit and nuts,1882.97,73419
Exports,Namibia,8011110,202205,08 - Fruit and nuts,87.56,5652
Exports,Democratic Republic Of Congo,8055010,202205,08 - Fruit and nuts,1200.0,4800
Exports,Democratic Republic Of Congo,8081000,202205,08 - Fruit and nuts,47012.0,231840
Exports,Angola,8109090,202205,08 - Fruit and nuts,3600.0,21600
Exports,Angola,8105000,202205,08 - Fruit and nuts,11400.0,190203
Exports,Angola,8059010,202205,08 - Fruit and nuts,28211.2,267832
Exports,Angola,8061000,202205,08 - Fruit and nuts,39582.17,467070
Exports,Angola,8055010,202205,08 - Fruit and nuts,33600.0,245182
Exports,Angola,8042010,202205,08 - Fruit and nuts,19.2,1583
Exports,Angola,8039010,202205,08 - Fruit and nuts,925.0,5250
Exports,Angola,8104000,202205,08 - Fruit and nuts,13.5,2185
Exports,Angola,8054010,202205,08 - Fruit and nuts,8865.0,55217
Exports,Angola,8052210,202205,08 - Fruit and nuts,6240.0,35568
Exports,Angola,8081000,202205,08 - Fruit and nuts,680255.5,5160317
Exports,Angola,8083000,202205,08 - Fruit and nuts,107027.51,685559
Exports,Angola,8094000,202205,08 - Fruit and nuts,3650.0,43659
Exports,Angola,8052910,202205,08 - Fruit and nuts,18600.0,33000
Exports,Angola,8051010,202205,08 - Fruit and nuts,66787.62,421580
Exports,Angola,8052110,202205,08 - Fruit and nuts,28345.0,245167
Exports,Namibia,8135000,202205,08 - Fruit and nuts,431.98,22368
Exports,Namibia,8101000,202205,08 - Fruit and nuts,1338.79,64861
Exports,Namibia,8094000,202205,08 - Fruit and nuts,343.0,10468
Exports,Namibia,8134000,202205,08 - Fruit and nuts,2836.47,258562
Exports,Namibia,8061000,202205,08 - Fruit and nuts,3883.58,50272
Exports,Namibia,8083000,202205,08 - Fruit and nuts,2235.37,29940
Exports,Namibia,8055090,202205,08 - Fruit and nuts,117.0,466
Exports,Namibia,8059010,202205,08 - Fruit and nuts,88.3,1794
Exports,Namibia,8055010,202205,08 - Fruit and nuts,4527.8,28604
Exports,Namibia,8044010,202205,08 - Fruit and nuts,20266.77,331315
Exports,Namibia,8045010,202205,08 - Fruit and nuts,72.63,685
Exports,Namibia,8044090,202205,08 - Fruit and nuts,8.0,60
Exports,Namibia,8031010,202205,08 - Fruit and nuts,14790.0,124250
Exports,Namibia,8031090,202205,08 - Fruit and nuts,4313.8,52863
Exports,Namibia,8025100,202205,08 - Fruit and nuts,26.17,3087
Exports,Namibia,8105000,202205,08 - Fruit and nuts,952.36,39447
Exports,Namibia,8109010,202205,08 - Fruit and nuts,117.56,2284
Exports,Namibia,8107000,202205,08 - Fruit and nuts,18.0,550
Exports,Namibia,8104000,202205,08 - Fruit and nuts,78.19,6118
Exports,Namibia,8081000,202205,08 - Fruit and nuts,83392.19,554275
Exports,Namibia,8071900,202205,08 - Fruit and nuts,974.79,21965
Exports,Namibia,8071100,202205,08 - Fruit and nuts,145.0,5229
Exports,Namibia,8062000,202205,08 - Fruit and nuts,522.31,64987
Exports,Namibia,8072000,202205,08 - Fruit and nuts,2287.13,42735
Exports,Namibia,8011210,202205,08 - Fruit and nuts,18.0,400
Exports,Namibia,8011905,202205,08 - Fruit and nuts,48.0,1100
Exports,Namibia,8039090,202205,08 - Fruit and nuts,293.0,525
Exports,Namibia,8041090,202205,08 - Fruit and nuts,13.0,384
Exports,Namibia,8039010,202205,08 - Fruit and nuts,115545.94,1005043
Exports,Namibia,8041010,202205,08 - Fruit and nuts,101.0,12632
Exports,Namibia,8021200,202205,08 - Fruit and nuts,1.0,98
Exports,Namibia,8011290,202205,08 - Fruit and nuts,15.0,350
Exports,Namibia,8052110,202205,08 - Fruit and nuts,8223.25,126362
Exports,Namibia,8043090,202205,08 - Fruit and nuts,720.0,3160
Exports,Namibia,8045090,202205,08 - Fruit and nuts,100.0,870
Exports,Namibia,8052910,202205,08 - Fruit and nuts,2268.0,37800
Exports,Namibia,8054090,202205,08 - Fruit and nuts,20.0,175
Exports,Namibia,8054010,202205,08 - Fruit and nuts,4003.41,27309
Exports,Namibia,8051090,202205,08 - Fruit and nuts,1812.0,10801
Exports,Namibia,8051010,202205,08 - Fruit and nuts,18804.47,77912
Exports,Namibia,8042010,202205,08 - Fruit and nuts,30.97,725
Exports,Namibia,8043010,202205,08 - Fruit and nuts,6195.08,45600
Exports,Namibia,8134000,202205,08 - Fruit and nuts,5.04,1410
Exports,Zimbabwe,8083000,202205,08 - Fruit and nuts,8960.0,25920
Exports,Zimbabwe,8061000,202205,08 - Fruit and nuts,20340.0,262800
Exports,Zimbabwe,8081000,202205,08 - Fruit and nuts,135392.0,436300
Exports,Zimbabwe,8094000,202205,08 - Fruit and nuts,1800.0,12600
Exports,Zambia,8109090,202205,08 - Fruit and nuts,120.0,3400
Exports,Zambia,8083000,202205,08 - Fruit and nuts,1120.0,10000
Exports,Zambia,8109010,202205,08 - Fruit and nuts,80.0,8000
Exports,Zambia,8072000,202205,08 - Fruit and nuts,160.0,2400
Exports,Zambia,8081000,202205,08 - Fruit and nuts,7096.0,78540
Exports,Zambia,8071900,202205,08 - Fruit and nuts,1680.0,30240
Exports,Zambia,8011190,202205,08 - Fruit and nuts,50.0,3387
Exports,Zambia,8011210,202205,08 - Fruit and nuts,75.0,195
Exports,Zambia,8043010,202205,08 - Fruit and nuts,400.0,4000
Exports,Zambia,8051010,202205,08 - Fruit and nuts,4480.0,44800
Exports,Zambia,8055010,202205,08 - Fruit and nuts,3840.0,28800
Exports,Zambia,8061000,202205,08 - Fruit and nuts,1550.0,52700
Exports,Zambia,8042010,202205,08 - Fruit and nuts,20.0,450
Exports,Zambia,8059010,202205,08 - Fruit and nuts,20.0,550
Exports,Zambia,8054010,202205,08 - Fruit and nuts,160.0,1250
Exports,Zambia,8052910,202205,08 - Fruit and nuts,1000.0,9500
Exports,Zambia,8105000,202205,08 - Fruit and nuts,150.0,1275
Exports,Zambia,8134000,202205,08 - Fruit and nuts,52.0,1361
Exports,Unclassified,8055010,202205,08 - Fruit and nuts,150.0,1005
Exports,Unclassified,8094000,202205,08 - Fruit and nuts,25.0,2228
Exports,Unclassified,8051090,202205,08 - Fruit and nuts,13.0,197
Exports,Unclassified,8051010,202205,08 - Fruit and nuts,165.0,1216
Exports,Unclassified,8061000,202205,08 - Fruit and nuts,100.0,2410
Exports,Unclassified,8071100,202205,08 - Fruit and nuts,15.0,468
Exports,Tanzania,8081000,202205,08 - Fruit and nuts,55090.0,1016680
Exports,Unclassified,8045010,202205,08 - Fruit and nuts,2.0,56
Exports,Unclassified,8072000,202205,08 - Fruit and nuts,19.0,350
Exports,Unclassified,8083000,202205,08 - Fruit and nuts,144.0,1299
Exports,Unclassified,8109090,202205,08 - Fruit and nuts,9.0,91
Exports,Unclassified,8031010,202205,08 - Fruit and nuts,833.0,7375
Exports,Unclassified,8043010,202205,08 - Fruit and nuts,72.0,500
Exports,Unclassified,8105000,202205,08 - Fruit and nuts,10.0,501
Exports,Unclassified,8109010,202205,08 - Fruit and nuts,2.0,46
Exports,Unclassified,8044010,202205,08 - Fruit and nuts,68.0,1777
Exports,Unclassified,8081000,202205,08 - Fruit and nuts,3306.0,27747
Exports,Democratic Republic Of Congo,8045010,202207,08 - Fruit and nuts,100.0,650
Exports,Democratic Republic Of Congo,8051010,202207,08 - Fruit and nuts,5025.0,30625
Exports,Democratic Republic Of Congo,8071900,202207,08 - Fruit and nuts,400.0,2800
Exports,Democratic Republic Of Congo,8061000,202207,08 - Fruit and nuts,11400.0,95760
Exports,Democratic Republic Of Congo,8059010,202207,08 - Fruit and nuts,7320.0,45780
Exports,Democratic Republic Of Congo,8109090,202207,08 - Fruit and nuts,11401.0,185838
Exports,Malawi,8011110,202207,08 - Fruit and nuts,38.56,2550
Exports,Malawi,8013200,202207,08 - Fruit and nuts,8.0,652
Exports,Malawi,8041090,202207,08 - Fruit and nuts,16.8,628
Exports,Malawi,8083000,202207,08 - Fruit and nuts,7153.45,85347
Exports,Malawi,8094000,202207,08 - Fruit and nuts,98.53,5232
Exports,Malawi,8103000,202207,08 - Fruit and nuts,14.4,1687
Exports,Malawi,8093000,202207,08 - Fruit and nuts,914.11,16877
Exports,Malawi,8101000,202207,08 - Fruit and nuts,837.87,10249
Exports,Malawi,8059010,202207,08 - Fruit and nuts,13469.92,79330
Exports,Malawi,8062000,202207,08 - Fruit and nuts,259.0,8098
Exports,Malawi,8071100,202207,08 - Fruit and nuts,1145.77,40299
Exports,Malawi,8059090,202207,08 - Fruit and nuts,1300.28,16524
Exports,Malawi,8061000,202207,08 - Fruit and nuts,4331.51,243002
Exports,Malawi,8052190,202207,08 - Fruit and nuts,1676.07,13842
Exports,Malawi,8041090,202207,08 - Fruit and nuts,249.6,1933
Exports,Malawi,8052110,202207,08 - Fruit and nuts,1458.9,13851
Exports,Malawi,8043090,202207,08 - Fruit and nuts,534.5,3425
Exports,Malawi,8043010,202207,08 - Fruit and nuts,457.9,3773
Exports,Malawi,8051090,202207,08 - Fruit and nuts,21594.4,151105
Exports,Malawi,8031090,202207,08 - Fruit and nuts,544.5,6396
Exports,Malawi,8041010,202207,08 - Fruit and nuts,180.0,8715
Exports,Malawi,8011110,202207,08 - Fruit and nuts,315.3,16549
Exports,Malawi,8134000,202207,08 - Fruit and nuts,43.9,1458
Exports,Malawi,8135000,202207,08 - Fruit and nuts,3319.72,231867
Exports,Malawi,8131000,202207,08 - Fruit and nuts,12.0,494
Exports,Malawi,8092900,202207,08 - Fruit and nuts,189.65,2497
Exports,Malawi,8072000,202207,08 - Fruit and nuts,498.24,5404
Exports,Malawi,8081000,202207,08 - Fruit and nuts,133265.31,1293851
Exports,Malawi,8055090,202207,08 - Fruit and nuts,3738.5,36607
Exports,Malawi,8071900,202207,08 - Fruit and nuts,2290.0,23542
Exports,Malawi,8054010,202207,08 - Fruit and nuts,576.55,5205
Exports,Malawi,8054090,202207,08 - Fruit and nuts,1234.93,9462
Exports,Malawi,8052990,202207,08 - Fruit and nuts,42.0,396
Exports,Malawi,8052910,202207,08 - Fruit and nuts,186.48,1698
Exports,Malawi,8055010,202207,08 - Fruit and nuts,650.8,5823
Exports,Malawi,8044010,202207,08 - Fruit and nuts,160.0,2407
Exports,Malawi,8045090,202207,08 - Fruit and nuts,12.0,494
Exports,Malawi,8051010,202207,08 - Fruit and nuts,9454.35,109783
Exports,Malawi,8044090,202207,08 - Fruit and nuts,157.16,4258
Exports,Malawi,8011190,202207,08 - Fruit and nuts,826.0,55258
Exports,Botswana,8134000,202205,08 - Fruit and nuts,2332.37,128118
Exports,Botswana,8132000,202205,08 - Fruit and nuts,7845.34,87993
Exports,Botswana,8133000,202205,08 - Fruit and nuts,69.5,11291
Exports,Botswana,8131000,202205,08 - Fruit and nuts,75.0,11196
Exports,Botswana,8105000,202205,08 - Fruit and nuts,1848.0,26079
Exports,Botswana,8109010,202205,08 - Fruit and nuts,310.8,2237
Exports,Botswana,8107000,202205,08 - Fruit and nuts,5020.0,86880
Exports,Botswana,8121000,202205,08 - Fruit and nuts,20.32,1472
Exports,Botswana,8104000,202205,08 - Fruit and nuts,1.84,170
Exports,Botswana,8072000,202205,08 - Fruit and nuts,991.0,24337
Exports,Botswana,8081000,202205,08 - Fruit and nuts,624201.21,4356210
Exports,Botswana,8071900,202205,08 - Fruit and nuts,1600.0,19810
Exports,Botswana,8071100,202205,08 - Fruit and nuts,145.0,6276
Exports,Botswana,8062000,202205,08 - Fruit and nuts,8698.46,554796
Exports,Botswana,8052190,202205,08 - Fruit and nuts,10.0,180
Exports,Botswana,8052210,202205,08 - Fruit and nuts,6.9,80
Exports,Botswana,8054010,202205,08 - Fruit and nuts,601.0,3100
Exports,Botswana,8051010,202205,08 - Fruit and nuts,108.11,3100
Exports,Botswana,8051090,202205,08 - Fruit and nuts,27.0,1214
Exports,Botswana,8043090,202205,08 - Fruit and nuts,5.25,818
Exports,Botswana,8043010,202205,08 - Fruit and nuts,53150.0,277986
Exports,Botswana,8042010,202205,08 - Fruit and nuts,60.0,500
Exports,Botswana,8042090,202205,08 - Fruit and nuts,59.66,2161
Exports,Botswana,8044010,202205,08 - Fruit and nuts,15190.2,264876
Exports,Botswana,8029990,202205,08 - Fruit and nuts,304.5,30340
Exports,Botswana,8026200,202205,08 - Fruit and nuts,35.0,8287
Exports,Botswana,8012200,202205,08 - Fruit and nuts,10.0,2378
Exports,Botswana,8011990,202205,08 - Fruit and nuts,80.0,6243
Exports,Botswana,8011910,202205,08 - Fruit and nuts,22.68,1780
Exports,Botswana,8135000,202205,08 - Fruit and nuts,998.34,123073
Exports,Botswana,8119090,202205,08 - Fruit and nuts,11.27,1057
Exports,Botswana,8109090,202205,08 - Fruit and nuts,2418.24,29489
Exports,Botswana,8111010,202205,08 - Fruit and nuts,11.4,2772
Exports,Botswana,8092900,202205,08 - Fruit and nuts,511.68,40230
Exports,Botswana,8084000,202205,08 - Fruit and nuts,55.0,165
Exports,Botswana,8083000,202205,08 - Fruit and nuts,111193.0,976738
Exports,Botswana,8059010,202205,08 - Fruit and nuts,490.0,2580
Exports,Botswana,8061000,202205,08 - Fruit and nuts,137994.72,2191237
Exports,Botswana,8044090,202205,08 - Fruit and nuts,26.0,353
Exports,Botswana,8045090,202205,08 - Fruit and nuts,73.38,7611
Exports,Botswana,8055010,202205,08 - Fruit and nuts,13975.0,84952
Exports,Botswana,8039010,202205,08 - Fruit and nuts,280460.0,2500540
Exports,Botswana,8041010,202205,08 - Fruit and nuts,88.0,1778
Exports,Botswana,8039090,202205,08 - Fruit and nuts,6.0,600
Exports,Botswana,8041090,202205,08 - Fruit and nuts,93.29,2613
Exports,Botswana,8045010,202205,08 - Fruit and nuts,2349.0,38382
Exports,Botswana,8031010,202205,08 - Fruit and nuts,83760.25,1183614
Exports,Botswana,8025200,202205,08 - Fruit and nuts,111.8,33991
Exports,Botswana,8022100,202205,08 - Fruit and nuts,10.0,2000
Exports,Botswana,8023100,202205,08 - Fruit and nuts,17.0,3400
Exports,Botswana,8022200,202205,08 - Fruit and nuts,25.0,4912
Exports,Botswana,8023200,202205,08 - Fruit and nuts,223.05,14646
Exports,Botswana,8024200,202205,08 - Fruit and nuts,10.0,2035
Exports,Botswana,8013200,202205,08 - Fruit and nuts,510.09,91433
Exports,Botswana,8021200,202205,08 - Fruit and nuts,162.91,25399
Exports,Botswana,8021100,202205,08 - Fruit and nuts,142.0,14205
Exports,Angola,8051010,202205,08 - Fruit and nuts,33744.0,131673
Exports,Angola,8052210,202205,08 - Fruit and nuts,13790.0,195977
Exports,Angola,8055010,202205,08 - Fruit and nuts,13920.0,147804
Exports,Angola,8061000,202205,08 - Fruit and nuts,1200.0,18000
Exports,Angola,8052910,202205,08 - Fruit and nuts,9360.0,139333
Exports,Angola,8031010,202205,08 - Fruit and nuts,15300.0,69000
Exports,Botswana,8044010,202205,08 - Fruit and nuts,1400.0,30000
Exports,Namibia,8132000,202205,08 - Fruit and nuts,6.0,532
Exports,Botswana,8052110,202205,08 - Fruit and nuts,26.0,282
Exports,Namibia,8109090,202205,08 - Fruit and nuts,135.0,1179
Exports,Namibia,8109010,202205,08 - Fruit and nuts,19.0,1022
Exports,Namibia,8051090,202205,08 - Fruit and nuts,1289.5,14648
Exports,Namibia,8061000,202205,08 - Fruit and nuts,515.0,13942
Exports,Namibia,8051010,202205,08 - Fruit and nuts,6274.0,34366
Exports,Namibia,8059010,202205,08 - Fruit and nuts,6.5,428
Exports,Namibia,8054010,202205,08 - Fruit and nuts,165.0,1241
Exports,Namibia,8055010,202205,08 - Fruit and nuts,1474.0,14800
Exports,Namibia,8105000,202205,08 - Fruit and nuts,110.0,5512
Exports,Namibia,8045010,202205,08 - Fruit and nuts,3.0,229
Exports,Namibia,8101000,202205,08 - Fruit and nuts,217.7,24641
Exports,Namibia,8081000,202205,08 - Fruit and nuts,3468.0,29385
Exports,Namibia,8094000,202205,08 - Fruit and nuts,97.25,4919
Exports,Namibia,8071100,202205,08 - Fruit and nuts,165.0,6818
Exports,Namibia,8042010,202205,08 - Fruit and nuts,1.0,703
Exports,Namibia,8043010,202205,08 - Fruit and nuts,930.0,6398
Exports,Namibia,8044010,202205,08 - Fruit and nuts,900.0,15325
Exports,Namibia,8083000,202205,08 - Fruit and nuts,447.5,4497
Exports,Namibia,8072000,202205,08 - Fruit and nuts,440.0,6443
Exports,Namibia,8031010,202205,08 - Fruit and nuts,7735.0,63853
Exports,Botswana,8062000,202205,08 - Fruit and nuts,5550.0,256505
Exports,Botswana,8135000,202205,08 - Fruit and nuts,99.84,7931
Exports,Botswana,8132000,202205,08 - Fruit and nuts,376.22,70420
Exports,Botswana,8061000,202205,08 - Fruit and nuts,1000.0,20000
Exports,Botswana,8051010,202205,08 - Fruit and nuts,850.0,2125
Exports,Botswana,8134000,202205,08 - Fruit and nuts,109.33,8684
Exports,Lesotho,8062000,202205,08 - Fruit and nuts,15.0,767
Exports,Lesotho,8051090,202205,08 - Fruit and nuts,1200.0,1440
Exports,Lesotho,8039010,202205,08 - Fruit and nuts,450.0,1350
Exports,Lesotho,8135000,202205,08 - Fruit and nuts,2.0,220
Exports,Lesotho,8052110,202205,08 - Fruit and nuts,2400.0,1600
Exports,Lesotho,8081000,202205,08 - Fruit and nuts,399.0,1860
Exports,United Kingdom,8054010,202205,08 - Fruit and nuts,22858.0,234000
Exports,Canada,8052110,202205,08 - Fruit and nuts,45003.0,468000
Exports,Canada,8054010,202205,08 - Fruit and nuts,23796.0,237600
Exports,United Arab Emirates,8081000,202205,08 - Fruit and nuts,21462.0,176256
Exports,Bahrain,8052110,202205,08 - Fruit and nuts,23405.0,270400
Exports,Indonesia,8083000,202205,08 - Fruit and nuts,24718.0,234000
Exports,Netherlands,8054010,202205,08 - Fruit and nuts,116783.0,1188000
Exports,Russian Federation,8052110,202205,08 - Fruit and nuts,23981.0,297440
Exports,United Kingdom,8081000,202205,08 - Fruit and nuts,47151.0,590154
Exports,Italy,8054010,202205,08 - Fruit and nuts,24276.0,247500
Exports,India,8081000,202205,08 - Fruit and nuts,110376.0,1432226
Exports,United Arab Emirates,8052110,202205,08 - Fruit and nuts,48595.0,540800
Exports,United States,8052210,202205,08 - Fruit and nuts,25787.0,418291
Exports,Taiwan,8054010,202205,08 - Fruit and nuts,113618.0,1432393
Exports,Taiwan,8081000,202205,08 - Fruit and nuts,366063.0,5318772
Exports,Viet Nam,8083000,202205,08 - Fruit and nuts,252263.0,2840310
Exports,Viet Nam,8081000,202205,08 - Fruit and nuts,475375.0,7072519
Exports,Viet Nam,8061000,202205,08 - Fruit and nuts,17632.0,311220
Exports,Singapore,8083000,202205,08 - Fruit and nuts,76167.0,904590
Exports,Singapore,8055010,202205,08 - Fruit and nuts,272444.7,3609303
Exports,Singapore,8054010,202205,08 - Fruit and nuts,44035.0,570853
Exports,Singapore,8051010,202205,08 - Fruit and nuts,24700.0,306935
Exports,Singapore,8052110,202205,08 - Fruit and nuts,21832.1,329911
Exports,Saudi Arabia,8083000,202205,08 - Fruit and nuts,559176.65,9154292
Exports,Saudi Arabia,8055010,202205,08 - Fruit and nuts,557479.57,4280352
Exports,Saudi Arabia,8052110,202205,08 - Fruit and nuts,22689.6,352518
Exports,Saudi Arabia,8052910,202205,08 - Fruit and nuts,23154.06,306618
Exports,Russian Federation,8054010,202205,08 - Fruit and nuts,336884.5,3443727
Exports,Russian Federation,8055010,202205,08 - Fruit and nuts,1505331.45,16321880
Exports,Russian Federation,8051010,202205,08 - Fruit and nuts,14499.7,133142
Exports,Réunion,8052110,202205,08 - Fruit and nuts,47920.0,711360
Exports,Réunion,8083000,202205,08 - Fruit and nuts,57936.0,652320
Exports,Réunion,8094000,202205,08 - Fruit and nuts,33003.0,420000
Exports,Russian Federation,8052110,202205,08 - Fruit and nuts,285841.32,4218537
Exports,Uganda,8081000,202205,08 - Fruit and nuts,91324.75,1281229
Exports,Ukraine,8054010,202205,08 - Fruit and nuts,43882.5,388913
Exports,Ukraine,8055010,202205,08 - Fruit and nuts,135590.4,1520608
Exports,Turkey,8055010,202205,08 - Fruit and nuts,24720.5,299149
Exports,Qatar,8083000,202205,08 - Fruit and nuts,82705.0,1040372
Exports,Oman,8051010,202205,08 - Fruit and nuts,123796.0,1321185
Exports,Oman,8052110,202205,08 - Fruit and nuts,22180.0,290982
Exports,Oman,8055010,202205,08 - Fruit and nuts,26860.0,256000
Exports,Netherlands,8054010,202205,08 - Fruit and nuts,1445600.19,11393180
Exports,Netherlands,8051010,202205,08 - Fruit and nuts,280404.42,1542141
Exports,Netherlands,8052110,202205,08 - Fruit and nuts,174712.0,1943920
Exports,Netherlands,8107000,202205,08 - Fruit and nuts,318104.6,2257979
Exports,Senegal,8083000,202205,08 - Fruit and nuts,22500.0,273503
Exports,Singapore,8094000,202205,08 - Fruit and nuts,20256.0,352000
Exports,Singapore,8081000,202205,08 - Fruit and nuts,94202.0,1305345
Exports,Singapore,8107000,202205,08 - Fruit and nuts,144042.0,4888987
Exports,Saudi Arabia,8081000,202205,08 - Fruit and nuts,131343.0,1983400
Exports,Saudi Arabia,8051010,202205,08 - Fruit and nuts,332265.78,2552885
Exports,Qatar,8051010,202205,08 - Fruit and nuts,69905.7,662362
Exports,Réunion,8055010,202205,08 - Fruit and nuts,27440.0,240000
Exports,Malaysia,8052110,202205,08 - Fruit and nuts,69071.8,1163833
Exports,Malaysia,8051010,202205,08 - Fruit and nuts,434557.3,4828988
Exports,Portugal,8055010,202205,08 - Fruit and nuts,70915.41,451395
Exports,Portugal,8083000,202205,08 - Fruit and nuts,44500.0,482136
Exports,Portugal,8054010,202205,08 - Fruit and nuts,686321.75,6222057
Exports,Portugal,8055090,202205,08 - Fruit and nuts,123200.0,1453929
Exports,Oman,8081000,202205,08 - Fruit and nuts,93024.2,1145265
Exports,Oman,8083000,202205,08 - Fruit and nuts,209184.5,3291001
Exports,Netherlands,8055010,202205,08 - Fruit and nuts,2972098.89,31944724
Exports,Mali,8081000,202205,08 - Fruit and nuts,22214.0,279532
Exports,Netherlands,8052210,202205,08 - Fruit and nuts,75168.0,865763
Exports,Netherlands,8083000,202205,08 - Fruit and nuts,682119.5,6717612
Exports,Latvia,8055010,202205,08 - Fruit and nuts,23620.0,263748
Exports,Libya,8081000,202205,08 - Fruit and nuts,15330.0,329451
Exports,Libya,8083000,202205,08 - Fruit and nuts,29250.0,744371
Exports,Kazakhstan,8051010,202205,08 - Fruit and nuts,9135.65,116102
Exports,Kazakhstan,8055010,202205,08 - Fruit and nuts,10858.47,129981
Exports,Japan,8119090,202205,08 - Fruit and nuts,114438.24,4653827
Exports,Nigeria,8081000,202205,08 - Fruit and nuts,111014.2,1099495
Exports,Malaysia,8052210,202205,08 - Fruit and nuts,109027.0,1482984
Exports,Malaysia,8055010,202205,08 - Fruit and nuts,510740.9,6802451
Exports,Malaysia,8061000,202205,08 - Fruit and nuts,16704.0,294840
Exports,Malaysia,8054010,202205,08 - Fruit and nuts,91204.95,831548
Exports,Malaysia,8081000,202205,08 - Fruit and nuts,473312.25,7179938
Exports,Maldives,8081000,202205,08 - Fruit and nuts,45686.0,883783
Exports,Mauritius,8081000,202205,08 - Fruit and nuts,80302.5,916744
Exports,Mauritius,8061000,202205,08 - Fruit and nuts,67792.8,1469206
Exports,Jordan,8055010,202205,08 - Fruit and nuts,50360.0,491056
Exports,Jordan,8052110,202205,08 - Fruit and nuts,23160.0,295594
Exports,Iraq,8052210,202205,08 - Fruit and nuts,21353.0,227032
