TradeType,CountryOfDestinationName,Tariff,YearMonth,ChapterAndDescription,StatisticalQuantity,CustomsValue
Exports,Democratic Republic Of Congo,8052910,202006,08 - Fruit and nuts,287.5,3700
Exports,Democratic Republic Of Congo,8051010,202006,08 - Fruit and nuts,3375.0,33700
Exports,Democratic Republic Of Congo,8054010,202006,08 - Fruit and nuts,700.0,8400
Exports,Botswana,8052190,202006,08 - Fruit and nuts,12000.0,39600
Exports,Singapore,8026200,202006,08 - Fruit and nuts,2596.0,774357
Exports,China,8029090,202006,08 - Fruit and nuts,25000.0,2135305
Exports,Togo,8052110,202006,08 - Fruit and nuts,17912.8,312000
Exports,Togo,8051010,202006,08 - Fruit and nuts,6700.0,80000
Exports,Senegal,8052110,202006,08 - Fruit and nuts,512300.0,8920400
Exports,Senegal,8051010,202006,08 - Fruit and nuts,150080.0,1792000
Exports,Senegal,8081000,202006,08 - Fruit and nuts,42680.0,537028
Exports,Slovenia,8054010,202006,08 - Fruit and nuts,46060.0,376995
Exports,Singapore,8054010,202006,08 - Fruit and nuts,47527.7,563532
Exports,Slovenia,8055010,202006,08 - Fruit and nuts,79551.0,1301640
Exports,Singapore,8055010,202006,08 - Fruit and nuts,46043.6,644255
Exports,Singapore,8044010,202006,08 - Fruit and nuts,24394.24,557662
Exports,Sweden,8051010,202006,08 - Fruit and nuts,142080.0,1329202
Exports,Sweden,8052110,202006,08 - Fruit and nuts,25108.35,358041
Exports,Singapore,8052110,202006,08 - Fruit and nuts,179221.9,2466530
Exports,Singapore,8051010,202006,08 - Fruit and nuts,780285.7,8502567
Exports,Seychelles,8119090,202006,08 - Fruit and nuts,1450.07,18540
Exports,Saudi Arabia,8054010,202006,08 - Fruit and nuts,44800.0,466620
Exports,Saudi Arabia,8044010,202006,08 - Fruit and nuts,91665.72,2779562
Exports,Saudi Arabia,8055010,202006,08 - Fruit and nuts,1016686.05,10497727
Exports,Saudi Arabia,8052110,202006,08 - Fruit and nuts,117362.0,1284864
Exports,Saudi Arabia,8051010,202006,08 - Fruit and nuts,2060962.94,18120876
Exports,Russian Federation,8055010,202006,08 - Fruit and nuts,473258.85,4948647
Exports,Russian Federation,8051010,202006,08 - Fruit and nuts,2491654.1,21230551
Exports,Russian Federation,8054010,202006,08 - Fruit and nuts,1236617.53,11922672
Exports,Russian Federation,8052110,202006,08 - Fruit and nuts,275010.43,3304094
Exports,Romania,8055010,202006,08 - Fruit and nuts,54911.0,903006
Exports,Romania,8054010,202006,08 - Fruit and nuts,110328.35,890063
Exports,Romania,8051010,202006,08 - Fruit and nuts,144276.0,1781849
Exports,Qatar,8052110,202006,08 - Fruit and nuts,102134.51,1641897
Exports,Qatar,8055010,202006,08 - Fruit and nuts,218559.45,2360917
Exports,Serbia,8051010,202006,08 - Fruit and nuts,80484.0,715146
Exports,Qatar,8051090,202006,08 - Fruit and nuts,25600.0,325319
Exports,Qatar,8054010,202006,08 - Fruit and nuts,68810.0,707494
Exports,Portugal,8052110,202006,08 - Fruit and nuts,171676.91,2821243
Exports,Portugal,8055010,202006,08 - Fruit and nuts,24000.0,342038
Exports,Portugal,8054010,202006,08 - Fruit and nuts,126801.93,1062749
Exports,Qatar,8051010,202006,08 - Fruit and nuts,580121.7,6739352
Exports,Portugal,8023100,202006,08 - Fruit and nuts,14458.24,1097817
Exports,Portugal,8051010,202006,08 - Fruit and nuts,1206077.98,10156457
Exports,Philippines,8051010,202006,08 - Fruit and nuts,26934.5,314823
Exports,Philippines,8052110,202006,08 - Fruit and nuts,23267.14,286540
Exports,Oman,8051010,202006,08 - Fruit and nuts,49040.0,486327
Exports,New Zealand,8026200,202006,08 - Fruit and nuts,9627.66,141519
Exports,Norway,8051010,202006,08 - Fruit and nuts,23440.0,273000
Exports,Norway,8026200,202006,08 - Fruit and nuts,16511.04,5395384
Exports,Netherlands,8119005,202006,08 - Fruit and nuts,29400.0,1037261
Exports,Netherlands,8026200,202006,08 - Fruit and nuts,11793.6,3016370
Exports,Netherlands,8044010,202006,08 - Fruit and nuts,143696.0,3142393
Exports,Netherlands,8051010,202006,08 - Fruit and nuts,6758654.45,55579866
Exports,Netherlands,8055010,202006,08 - Fruit and nuts,1073025.56,12623382
Exports,Netherlands,8054010,202006,08 - Fruit and nuts,8030330.97,64478619
Exports,Netherlands,8051090,202006,08 - Fruit and nuts,26170.0,208000
Exports,Netherlands,8052110,202006,08 - Fruit and nuts,2086975.31,36293303
Exports,Netherlands,8052210,202006,08 - Fruit and nuts,23013.26,181438
Exports,Nigeria,8081000,202006,08 - Fruit and nuts,24140.0,343948
Exports,Nigeria,8051010,202006,08 - Fruit and nuts,34552.0,422962
Exports,Nigeria,8054010,202006,08 - Fruit and nuts,7821.0,94200
Exports,Nigeria,8052110,202006,08 - Fruit and nuts,103903.0,1793692
Exports,Nigeria,8055010,202006,08 - Fruit and nuts,111283.0,1567280
Exports,Maldives,8052110,202006,08 - Fruit and nuts,23611.2,483744
Exports,Mauritius,8052990,202006,08 - Fruit and nuts,5527.0,65219
Exports,Mauritius,8051010,202006,08 - Fruit and nuts,136246.6,1423782
Exports,Mauritius,8052110,202006,08 - Fruit and nuts,144592.0,2492100
Exports,Mauritius,8054010,202006,08 - Fruit and nuts,31025.0,361835
Exports,Malta,8051010,202006,08 - Fruit and nuts,46800.0,685397
Exports,Malta,8052110,202006,08 - Fruit and nuts,20800.0,403851
Exports,Myanmar,8051010,202006,08 - Fruit and nuts,51591.0,576000
Exports,Madagascar,8083000,202006,08 - Fruit and nuts,2250.0,24919
Exports,Lithuania,8054010,202006,08 - Fruit and nuts,163720.26,1200895
Exports,Lithuania,8026200,202006,08 - Fruit and nuts,892.0,154999
Exports,Madagascar,8081000,202006,08 - Fruit and nuts,11242.0,149957
Exports,Madagascar,8054010,202006,08 - Fruit and nuts,960.0,8868
Exports,Madagascar,8052210,202006,08 - Fruit and nuts,2163.2,32651
Exports,Madagascar,8051010,202006,08 - Fruit and nuts,3696.0,35471
Exports,Madagascar,8055010,202006,08 - Fruit and nuts,1280.0,14776
Exports,Latvia,8054010,202006,08 - Fruit and nuts,19259.0,142918
Exports,Sri Lanka,8052110,202006,08 - Fruit and nuts,23960.0,416000
Exports,Sri Lanka,8081000,202006,08 - Fruit and nuts,40583.2,768524
Exports,Sri Lanka,8051010,202006,08 - Fruit and nuts,132912.0,1473600
Exports,Kuwait,8051090,202006,08 - Fruit and nuts,25600.0,257323
Exports,Kuwait,8055010,202006,08 - Fruit and nuts,163817.6,1194377
Exports,South Korea,8055010,202006,08 - Fruit and nuts,42566.0,545436
Exports,Kuwait,8052110,202006,08 - Fruit and nuts,120314.6,1956240
Exports,Kuwait,8044010,202006,08 - Fruit and nuts,21117.94,709992
Exports,Kuwait,8051010,202006,08 - Fruit and nuts,143742.4,1404166
Exports,South Korea,8054010,202006,08 - Fruit and nuts,350188.5,4900170
Exports,Lesotho,8092100,202006,08 - Fruit and nuts,10.0,200
Exports,Eswatini,8134000,202006,08 - Fruit and nuts,19.48,2545
Exports,Eswatini,8132000,202006,08 - Fruit and nuts,32.96,3454
Exports,Eswatini,8062000,202006,08 - Fruit and nuts,953.28,45065
Exports,Lesotho,8092900,202006,08 - Fruit and nuts,2.0,2400
Exports,Eswatini,8059090,202006,08 - Fruit and nuts,15.0,313
Exports,Lesotho,8091000,202006,08 - Fruit and nuts,80.0,4800
Exports,Eswatini,8052210,202006,08 - Fruit and nuts,495.0,7623
Exports,Eswatini,8059010,202006,08 - Fruit and nuts,888.0,12094
Exports,Lesotho,8109090,202006,08 - Fruit and nuts,2557.0,18819
Exports,Eswatini,8055010,202006,08 - Fruit and nuts,1359.5,25066
Exports,Lesotho,8109010,202006,08 - Fruit and nuts,27.0,304
Exports,Eswatini,8029090,202006,08 - Fruit and nuts,1.0,300
Exports,Lesotho,8101000,202006,08 - Fruit and nuts,9.0,1558
Exports,Eswatini,8043010,202006,08 - Fruit and nuts,1089.0,20270
Exports,Lesotho,8093000,202006,08 - Fruit and nuts,2.0,700
Exports,Eswatini,8135000,202006,08 - Fruit and nuts,182.26,20022
Exports,Lesotho,8135000,202006,08 - Fruit and nuts,2.5,176
Exports,Eswatini,8131000,202006,08 - Fruit and nuts,1.0,131
Exports,Lesotho,8119005,202006,08 - Fruit and nuts,2.0,60
Exports,Eswatini,8105000,202006,08 - Fruit and nuts,114.5,8316
Exports,Lesotho,8094000,202006,08 - Fruit and nuts,4.0,4800
Exports,Eswatini,8109090,202006,08 - Fruit and nuts,337.5,8270
Exports,Lesotho,8105000,202006,08 - Fruit and nuts,125.0,320
Exports,Eswatini,8083000,202006,08 - Fruit and nuts,11256.0,129725
Exports,Lesotho,8107000,202006,08 - Fruit and nuts,17.0,770
Exports,Eswatini,8081000,202006,08 - Fruit and nuts,53556.0,658319
Exports,Lesotho,8051010,202006,08 - Fruit and nuts,183674.0,485274
Exports,Eswatini,8054010,202006,08 - Fruit and nuts,840000.0,616000
Exports,Lesotho,8051090,202006,08 - Fruit and nuts,10546.0,33040
Exports,Eswatini,8071900,202006,08 - Fruit and nuts,117.0,2255
Exports,Lesotho,8052110,202006,08 - Fruit and nuts,3505.0,3440
Exports,Eswatini,8072000,202006,08 - Fruit and nuts,200.0,5582
Exports,Lesotho,8052190,202006,08 - Fruit and nuts,500.0,1000
Exports,Eswatini,8044010,202006,08 - Fruit and nuts,84.0,2268
Exports,Lesotho,8054010,202006,08 - Fruit and nuts,10.0,300
Exports,Eswatini,8045090,202006,08 - Fruit and nuts,2.0,624
Exports,Lesotho,8039010,202006,08 - Fruit and nuts,1202.0,19700
Exports,Eswatini,8052110,202006,08 - Fruit and nuts,465.0,9278
Exports,Lesotho,8039090,202006,08 - Fruit and nuts,5.0,120
Exports,Eswatini,8051010,202006,08 - Fruit and nuts,129207.0,153048
Exports,Lesotho,8041090,202006,08 - Fruit and nuts,650.0,14440
Exports,Eswatini,8026200,202006,08 - Fruit and nuts,0.65,173
Exports,Lesotho,8011210,202006,08 - Fruit and nuts,15.0,290
Exports,Eswatini,8039010,202006,08 - Fruit and nuts,14.0,282
Exports,Lesotho,8044090,202006,08 - Fruit and nuts,500.0,6819
Exports,Eswatini,8025200,202006,08 - Fruit and nuts,20.0,325
Exports,Lesotho,8081000,202006,08 - Fruit and nuts,34865.5,115034
Exports,Eswatini,8029012,202006,08 - Fruit and nuts,3.0,1053
Exports,Lesotho,8083000,202006,08 - Fruit and nuts,10393.0,41106
Exports,Eswatini,8021200,202006,08 - Fruit and nuts,217.34,25792
Exports,Lesotho,8072000,202006,08 - Fruit and nuts,7.0,304
Exports,Lesotho,8071900,202006,08 - Fruit and nuts,23.0,1270
Exports,Lesotho,8045090,202006,08 - Fruit and nuts,1.0,50
Exports,Lesotho,8044010,202006,08 - Fruit and nuts,780.0,10635
Exports,Lesotho,8043090,202006,08 - Fruit and nuts,250.0,1500
Exports,Lesotho,8041010,202006,08 - Fruit and nuts,22650.0,201840
Exports,Lesotho,8031090,202006,08 - Fruit and nuts,1818.0,2440
Exports,Lesotho,8042010,202006,08 - Fruit and nuts,22.0,210
Exports,Lesotho,8031010,202006,08 - Fruit and nuts,26655.5,97464
Exports,Lesotho,8023200,202006,08 - Fruit and nuts,12.0,60
Exports,Mozambique,8051010,202006,08 - Fruit and nuts,30.0,296
Exports,Eswatini,8041090,202006,08 - Fruit and nuts,24.0,876
Exports,Eswatini,8134000,202006,08 - Fruit and nuts,1.68,424
Exports,Hong Kong,8081000,202006,08 - Fruit and nuts,19.0,33
Exports,United Kingdom,8045090,202006,08 - Fruit and nuts,350.0,113990
Exports,United Kingdom,8134000,202006,08 - Fruit and nuts,500.0,110101
Exports,Viet Nam,8052110,202006,08 - Fruit and nuts,28173.0,590958
Exports,Viet Nam,8054010,202006,08 - Fruit and nuts,1148.0,14000
Exports,Viet Nam,8051010,202006,08 - Fruit and nuts,42307.0,558676
Exports,Viet Nam,8026100,202006,08 - Fruit and nuts,576740.0,56478216
Exports,Viet Nam,8026200,202006,08 - Fruit and nuts,17040.0,4724488
Exports,United States,8026200,202006,08 - Fruit and nuts,120473.8,37469367
Exports,United States,8135000,202006,08 - Fruit and nuts,12.9,1662
Exports,United States,8051010,202006,08 - Fruit and nuts,21600.0,288833
Exports,United States,8052110,202006,08 - Fruit and nuts,21645.0,363158
Exports,United States,8055010,202006,08 - Fruit and nuts,21600.0,288411
Exports,Ukraine,8051010,202006,08 - Fruit and nuts,298918.0,3295814
Exports,Ukraine,8054010,202006,08 - Fruit and nuts,673282.36,5835286
Exports,Ukraine,8052110,202006,08 - Fruit and nuts,23296.0,493914
Exports,Ukraine,8055010,202006,08 - Fruit and nuts,158273.5,1577415
Exports,Taiwan,8054010,202006,08 - Fruit and nuts,379992.4,3367697
Exports,Taiwan,8051010,202006,08 - Fruit and nuts,231691.57,2473956
Exports,Taiwan,8052110,202006,08 - Fruit and nuts,47377.8,812400
Exports,Ship/Aircraft,8054010,202006,08 - Fruit and nuts,3.89,360
Exports,Ship/Aircraft,8044010,202006,08 - Fruit and nuts,17.52,1620
Exports,Ship/Aircraft,8043010,202006,08 - Fruit and nuts,4.93,456
Exports,Ship/Aircraft,8039010,202006,08 - Fruit and nuts,7.94,734
Exports,Ship/Aircraft,8021100,202006,08 - Fruit and nuts,0.75,225
Exports,Ship/Aircraft,8109090,202006,08 - Fruit and nuts,118.41,10950
Exports,Mayotte,8052110,202006,08 - Fruit and nuts,10811.0,108738
Exports,Yemen,8055010,202006,08 - Fruit and nuts,54040.9,334936
Exports,Viet Nam,8083000,202006,08 - Fruit and nuts,436228.98,8417016
Exports,Viet Nam,8081000,202006,08 - Fruit and nuts,919866.42,15273739
Exports,United States,8051010,202006,08 - Fruit and nuts,11915832.42,172824844
Exports,United States,8134000,202006,08 - Fruit and nuts,30420.0,2551412
Exports,United States,8083000,202006,08 - Fruit and nuts,47300.0,919734
Exports,United States,8054010,202006,08 - Fruit and nuts,464887.84,5053541
Exports,United States,8029090,202006,08 - Fruit and nuts,39271.2,3182716
Exports,United States,8029011,202006,08 - Fruit and nuts,14661.0,2487005
Exports,United States,8052110,202006,08 - Fruit and nuts,5347113.78,111572152
Exports,United States,8052210,202006,08 - Fruit and nuts,364592.0,5613573
Exports,United States,8055010,202006,08 - Fruit and nuts,242623.63,2683235
Exports,United States,8062000,202006,08 - Fruit and nuts,210574.0,3714378
Exports,Uganda,8135000,202006,08 - Fruit and nuts,3.81,449
Exports,Uganda,8083000,202006,08 - Fruit and nuts,12292.5,172402
Exports,Uganda,8081000,202006,08 - Fruit and nuts,34871.5,348221
Exports,Uganda,8011110,202006,08 - Fruit and nuts,10.2,846
Exports,Ukraine,8055010,202006,08 - Fruit and nuts,378670.23,4332356
Exports,Ukraine,8054010,202006,08 - Fruit and nuts,255093.72,2034196
Exports,Ukraine,8052110,202006,08 - Fruit and nuts,39980.89,508398
Exports,Tanzania,8083000,202006,08 - Fruit and nuts,8069.22,97583
Exports,Ukraine,8051010,202006,08 - Fruit and nuts,279697.24,2552081
Exports,Tanzania,8052110,202006,08 - Fruit and nuts,2390.87,37416
Exports,Tanzania,8081000,202006,08 - Fruit and nuts,194028.91,2443894
Exports,Taiwan,8054010,202006,08 - Fruit and nuts,581007.0,5596629
Exports,Taiwan,8051010,202006,08 - Fruit and nuts,27404.0,355714
Exports,Taiwan,8081000,202006,08 - Fruit and nuts,529485.0,9002486
Exports,Togo,8052910,202006,08 - Fruit and nuts,1787.86,20320
Exports,Togo,8055010,202006,08 - Fruit and nuts,2671.0,31076
Exports,Togo,8083000,202006,08 - Fruit and nuts,39085.85,535279
Exports,Togo,8052210,202006,08 - Fruit and nuts,5448.87,86862
Exports,Togo,8052290,202006,08 - Fruit and nuts,2694.34,32686
Exports,Togo,8081000,202006,08 - Fruit and nuts,552502.06,7228306
Exports,Turkey,8055010,202006,08 - Fruit and nuts,26613.0,216168
Exports,Tunisia,8062000,202006,08 - Fruit and nuts,20000.0,211067
Exports,Somalia,8051010,202006,08 - Fruit and nuts,26812.0,291485
Exports,Sierra Leone,8083000,202006,08 - Fruit and nuts,2486.0,35820
Exports,Togo,8051010,202006,08 - Fruit and nuts,14956.97,184793
Exports,Togo,8052110,202006,08 - Fruit and nuts,4479.8,88277
Exports,Togo,8051090,202006,08 - Fruit and nuts,14981.95,191144
Exports,Sierra Leone,8081000,202006,08 - Fruit and nuts,21014.0,362824
Exports,Senegal,8081000,202006,08 - Fruit and nuts,1185582.47,16857332
Exports,Senegal,8083000,202006,08 - Fruit and nuts,162470.8,2435806
Exports,"Saint Helena, Ascension an Tristan da Cunha",8081000,202006,08 - Fruit and nuts,2851.12,46050
Exports,"Saint Helena, Ascension an Tristan da Cunha",8055010,202006,08 - Fruit and nuts,337.16,4400
Exports,"Saint Helena, Ascension an Tristan da Cunha",8129090,202006,08 - Fruit and nuts,30.0,2109
Exports,"Saint Helena, Ascension an Tristan da Cunha",8119090,202006,08 - Fruit and nuts,50.0,2149
Exports,"Saint Helena, Ascension an Tristan da Cunha",8105000,202006,08 - Fruit and nuts,273.74,6120
Exports,"Saint Helena, Ascension an Tristan da Cunha",8054010,202006,08 - Fruit and nuts,133.92,1500
Exports,"Saint Helena, Ascension an Tristan da Cunha",8083000,202006,08 - Fruit and nuts,1026.07,17810
Exports,"Saint Helena, Ascension an Tristan da Cunha",8052210,202006,08 - Fruit and nuts,800.0,12000
Exports,"Saint Helena, Ascension an Tristan da Cunha",8051010,202006,08 - Fruit and nuts,835.72,9000
Exports,"Saint Helena, Ascension an Tristan da Cunha",8043010,202006,08 - Fruit and nuts,121.18,2565
Exports,"Saint Helena, Ascension an Tristan da Cunha",8044010,202006,08 - Fruit and nuts,266.43,6050
Exports,Singapore,8081000,202006,08 - Fruit and nuts,586816.31,9485453
Exports,Singapore,8083000,202006,08 - Fruit and nuts,367420.59,4876115
Exports,Singapore,8055010,202006,08 - Fruit and nuts,405119.98,5878785
Exports,Sweden,8081000,202006,08 - Fruit and nuts,345946.0,4036171
Exports,Sweden,8055010,202006,08 - Fruit and nuts,20930.0,439826
Exports,Sweden,8051010,202006,08 - Fruit and nuts,305429.0,3329387
Exports,Singapore,8107000,202006,08 - Fruit and nuts,23568.0,714366
Exports,Singapore,8054010,202006,08 - Fruit and nuts,65452.85,798985
Exports,Singapore,8044010,202006,08 - Fruit and nuts,22560.0,157920
Exports,Singapore,8051010,202006,08 - Fruit and nuts,510378.68,5636040
Exports,Singapore,8052110,202006,08 - Fruit and nuts,156030.17,2074016
Exports,Sweden,8052110,202006,08 - Fruit and nuts,12512.0,199160
Exports,Seychelles,8051010,202006,08 - Fruit and nuts,55247.0,395440
Exports,Saudi Arabia,8052110,202006,08 - Fruit and nuts,1506144.21,21475643
Exports,Saudi Arabia,8051010,202006,08 - Fruit and nuts,3616888.83,40467915
Exports,Saudi Arabia,8054010,202006,08 - Fruit and nuts,103115.08,887901
Exports,Saudi Arabia,8055010,202006,08 - Fruit and nuts,2801162.27,27438069
Exports,Seychelles,8081000,202006,08 - Fruit and nuts,44458.16,733538
Exports,Seychelles,8083000,202006,08 - Fruit and nuts,23237.99,318388
Exports,Russian Federation,8081000,202006,08 - Fruit and nuts,11562736.2,136798481
Exports,Russian Federation,8083000,202006,08 - Fruit and nuts,2683219.1,33985034
Exports,Russian Federation,8119090,202006,08 - Fruit and nuts,23100.0,718305
Exports,Russian Federation,8054010,202006,08 - Fruit and nuts,1656697.93,15942975
Exports,Romania,8051010,202006,08 - Fruit and nuts,26551.0,263279
Exports,Qatar,8051010,202006,08 - Fruit and nuts,1061100.77,12306011
Exports,Portugal,8083000,202006,08 - Fruit and nuts,148351.0,3102769
Exports,Romania,8054010,202006,08 - Fruit and nuts,74985.0,694879
Exports,Romania,8055010,202006,08 - Fruit and nuts,362367.0,4596258
Exports,Russian Federation,8052210,202006,08 - Fruit and nuts,109541.76,1501988
Exports,Russian Federation,8055010,202006,08 - Fruit and nuts,3538782.57,41668402
Exports,Russian Federation,8052110,202006,08 - Fruit and nuts,3670544.4,48557781
Exports,Russian Federation,8051010,202006,08 - Fruit and nuts,6374413.41,60448562
Exports,Qatar,8083000,202006,08 - Fruit and nuts,92569.92,1344332
Exports,Qatar,8107000,202006,08 - Fruit and nuts,8240.0,194224
Exports,Portugal,8062000,202006,08 - Fruit and nuts,44000.0,893642
Exports,Portugal,8055010,202006,08 - Fruit and nuts,2310291.0,30832591
Exports,Portugal,8054010,202006,08 - Fruit and nuts,927692.5,7332020
Exports,Portugal,8052110,202006,08 - Fruit and nuts,1135181.69,16742244
Exports,Portugal,8044010,202006,08 - Fruit and nuts,64135.0,2032668
Exports,Portugal,8051010,202006,08 - Fruit and nuts,8915903.58,84755459
Exports,Portugal,8041010,202006,08 - Fruit and nuts,107723.91,3430522
Exports,Oman,8083000,202006,08 - Fruit and nuts,74340.0,1076306
Exports,Oman,8062000,202006,08 - Fruit and nuts,1944.62,137797
Exports,Oman,8081000,202006,08 - Fruit and nuts,225192.0,3532556
Exports,Oman,8054010,202006,08 - Fruit and nuts,24300.0,297591
Exports,Philippines,8052110,202006,08 - Fruit and nuts,103507.0,1283034
Exports,Oman,8052110,202006,08 - Fruit and nuts,130248.13,2176003
Exports,Oman,8055010,202006,08 - Fruit and nuts,134938.2,1378039
Exports,Oman,8051010,202006,08 - Fruit and nuts,848549.67,9102065
Exports,Norway,8045090,202006,08 - Fruit and nuts,1050.0,170497
Exports,Norway,8051010,202006,08 - Fruit and nuts,264494.0,2838967
Exports,Norway,8081000,202006,08 - Fruit and nuts,282003.5,4608881
Exports,Norway,8134000,202006,08 - Fruit and nuts,900.0,151298
Exports,Norway,8062000,202006,08 - Fruit and nuts,51680.0,2600443
Exports,Norway,8054010,202006,08 - Fruit and nuts,23400.0,182000
Exports,New Zealand,8134000,202006,08 - Fruit and nuts,3125.0,230377
Exports,New Zealand,8062000,202006,08 - Fruit and nuts,17875.0,569782
Exports,New Zealand,8131000,202006,08 - Fruit and nuts,15625.0,1397624
Exports,Netherlands,8134000,202006,08 - Fruit and nuts,68240.01,6270430
Exports,Netherlands,8131000,202006,08 - Fruit and nuts,7000.0,1003292
Exports,Netherlands,8084000,202006,08 - Fruit and nuts,22355.0,271172
Exports,Netherlands,8083000,202006,08 - Fruit and nuts,2578702.3,37529566
Exports,Netherlands,8081000,202006,08 - Fruit and nuts,4865368.24,81692782
Exports,Netherlands,8062000,202006,08 - Fruit and nuts,228250.0,9562296
Exports,Netherlands,8055090,202006,08 - Fruit and nuts,20150.0,380000
Exports,Netherlands,8061000,202006,08 - Fruit and nuts,4800.0,48000
Exports,Netherlands,8059010,202006,08 - Fruit and nuts,29114.0,808325
Exports,Netherlands,8022200,202006,08 - Fruit and nuts,24646.0,2379379
Exports,Netherlands,8109090,202006,08 - Fruit and nuts,87190.0,1835535
Exports,Netherlands,8055010,202006,08 - Fruit and nuts,12785649.76,169663443
Exports,Netherlands,8054090,202006,08 - Fruit and nuts,132900.0,1672859
Exports,Netherlands,8107000,202006,08 - Fruit and nuts,342420.0,8391109
Exports,Netherlands,8054010,202006,08 - Fruit and nuts,12203076.69,91939934
Exports,Netherlands,8051090,202006,08 - Fruit and nuts,17565.0,235373
Exports,Netherlands,8052110,202006,08 - Fruit and nuts,13295269.45,190592852
Exports,Netherlands,8052990,202006,08 - Fruit and nuts,12975.0,614820
Exports,Netherlands,8052910,202006,08 - Fruit and nuts,21750.0,789644
Exports,Netherlands,8052210,202006,08 - Fruit and nuts,496493.38,8855181
Exports,Kenya,8081000,202006,08 - Fruit and nuts,72420.0,910347
Exports,Kenya,8111010,202006,08 - Fruit and nuts,18000.0,726818
Exports,Kenya,8052110,202006,08 - Fruit and nuts,46130.8,713200
Exports,Nigeria,8083000,202006,08 - Fruit and nuts,233761.27,3110859
Exports,Nigeria,8081000,202006,08 - Fruit and nuts,2486759.01,33573493
Exports,Nigeria,8055010,202006,08 - Fruit and nuts,73905.05,1267132
Exports,Japan,8055010,202006,08 - Fruit and nuts,255479.4,4162339
Exports,Japan,8051010,202006,08 - Fruit and nuts,42709.0,557040
Exports,Japan,8054010,202006,08 - Fruit and nuts,1812772.5,11338623
Exports,Nigeria,8051010,202006,08 - Fruit and nuts,10764.95,131972
Exports,Nigeria,8061000,202006,08 - Fruit and nuts,24600.0,1008600
Exports,Nigeria,8052110,202006,08 - Fruit and nuts,24974.0,537638
Exports,Italy,8052190,202006,08 - Fruit and nuts,11440.0,79470
Exports,Italy,8054010,202006,08 - Fruit and nuts,469046.81,4548594
Exports,Italy,8052110,202006,08 - Fruit and nuts,23960.0,416000
Exports,Italy,8051010,202006,08 - Fruit and nuts,1741213.0,16146698
Exports,Italy,8055010,202006,08 - Fruit and nuts,80411.0,1189445
Exports,Israel,8026200,202006,08 - Fruit and nuts,17690.4,6181521
Exports,India,8051010,202006,08 - Fruit and nuts,464662.0,3638400
Exports,India,8052110,202006,08 - Fruit and nuts,23960.0,416000
Exports,India,8054010,202006,08 - Fruit and nuts,43200.0,459496
Exports,Ireland,8055010,202006,08 - Fruit and nuts,55520.0,768000
Exports,Ireland,8052110,202006,08 - Fruit and nuts,85498.82,1341761
Exports,Ireland,8054010,202006,08 - Fruit and nuts,69358.0,799618
Exports,Ireland,8051010,202006,08 - Fruit and nuts,789816.28,8057694
